tab 	pmag_specimens																				
er_citation_names	er_expedition_name	er_site_name	er_sample_name	er_location_name	er_specimen_name	magic_experiment_names	magic_instrument_codes	magic_method_codes	magic_software_packages	measurement_step_max	measurement_step_min	measurement_step_unit	specimen_alpha95	specimen_correction	specimen_dang	specimen_dec	specimen_direction_type	specimen_inc	specimen_mad	specimen_n	specimen_tilt_correction
This study	Botswana 2012	Mosolotsane 6 Sill	PW25-3	Botswana	PW25-3b	PW25-3b:LP-DIR-T	hargrave 2014-07-08 13:30:15	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.2.1	623	323	K		u	9.8	256.9	l	76.5	7.9	5	-1
This study	Botswana 2012	Mosolotsane 6 Sill	PW25-3	Botswana	PW25-3b	PW25-3b:LP-DIR-T	hargrave 2014-07-08 13:30:15	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.2.1	623	323	K		u	9.8	191.8	l	57.6	7.9	5	0
This study	Botswana 2012	Mosolotsane 6 Sill	PW25-3	Botswana	PW25-3b	PW25-3b:LP-DIR-T	hargrave 2014-07-08 13:30:15	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.2.1	623	323	K		u	9.8	204.9	l	53.3	7.9	5	100
This study	Botswana 2012	Mosolotsane 3 Sill	PW26-2	Botswana	PW26-2b	PW26-2b:LP-DIR-T	hargrave 2014-08-04 16:15:55	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.2.1	748	323	K		u	9.9	258.2	l	22.4	4.9	10	-1
This study	Botswana 2012	Mosolotsane 3 Sill	PW26-2	Botswana	PW26-2b	PW26-2b:LP-DIR-T	hargrave 2014-08-04 16:15:55	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.2.1	748	323	K		u	9.9	327.1	l	25.1	4.9	10	0
This study	Botswana 2012	Mosolotsane 3 Sill	PW26-2	Botswana	PW26-2b	PW26-2b:LP-DIR-T	hargrave 2014-08-04 16:15:55	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.2.1	748	323	K		u	9.9	323.4	l	20.4	4.9	10	100
This study	Botswana 2012	Mosolotsane 3 Sill	PW26-3	Botswana	PW26-3b	PW26-3b:LP-DIR-T	hargrave 2014-08-04 16:17:34	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.2.1	748	323	K		u	45.8	272.6	l	-45.7	4.2	10	-1
This study	Botswana 2012	Mosolotsane 3 Sill	PW26-3	Botswana	PW26-3b	PW26-3b:LP-DIR-T	hargrave 2014-08-04 16:17:34	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.2.1	748	323	K		u	45.8	297.6	l	-43.4	4.2	10	0
This study	Botswana 2012	Mosolotsane 3 Sill	PW26-3	Botswana	PW26-3b	PW26-3b:LP-DIR-T	hargrave 2014-08-04 16:17:34	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.2.1	748	323	K		u	45.8	304.3	l	-51.3	4.2	10	100
This study	Botswana 2012	Mosolotsane 3 Sill	PW26-4	Botswana	PW26-4b	PW26-4b:LP-DIR-T	hargrave 2014-08-04 16:19:10	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.2.1	748	323	K		u	8.8	234.1	l	7.2	2.3	10	-1
This study	Botswana 2012	Mosolotsane 3 Sill	PW26-4	Botswana	PW26-4b	PW26-4b:LP-DIR-T	hargrave 2014-08-04 16:19:10	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.2.1	748	323	K		u	8.8	326.7	l	18	2.3	10	0
This study	Botswana 2012	Mosolotsane 3 Sill	PW26-4	Botswana	PW26-4b	PW26-4b:LP-DIR-T	hargrave 2014-08-04 16:19:10	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.2.1	748	323	K		u	8.8	324.2	l	13.4	2.3	10	100
This study	Botswana 2012	Mosolotsane 3 Sill	PW26-5	Botswana	PW26-5b	PW26-5b:LP-DIR-T	hargrave 2014-08-04 16:20:49	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.2.1	748	323	K		u	16.1	343.5	l	-19.1	2.5	10	-1
This study	Botswana 2012	Mosolotsane 3 Sill	PW26-5	Botswana	PW26-5b	PW26-5b:LP-DIR-T	hargrave 2014-08-04 16:20:49	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.2.1	748	323	K		u	16.1	336.1	l	-31.5	2.5	10	0
This study	Botswana 2012	Mosolotsane 3 Sill	PW26-5	Botswana	PW26-5b	PW26-5b:LP-DIR-T	hargrave 2014-08-04 16:20:49	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.2.1	748	323	K		u	16.1	342.3	l	-33.9	2.5	10	100
This study	Botswana 2012	Mosolotsane 2 Sill	PW27-1	Botswana	PW27-1b	PW27-1b:LP-DIR-T	hargrave 2014-07-08 13:10:56	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.2.1	773	373	K		u	36.7	167.3	l	-4.3	3.9	10	-1
This study	Botswana 2012	Mosolotsane 2 Sill	PW27-1	Botswana	PW27-1b	PW27-1b:LP-DIR-T	hargrave 2014-07-08 13:10:56	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.2.1	773	373	K		u	36.7	274.6	l	18.1	3.9	10	0
This study	Botswana 2012	Mosolotsane 2 Sill	PW27-1	Botswana	PW27-1b	PW27-1b:LP-DIR-T	hargrave 2014-07-08 13:10:56	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.2.1	773	373	K		u	36.7	274.2	l	8.3	3.9	10	100
This study	Botswana 2012	Mosolotsane 2 Sill	PW27-2	Botswana	PW27-2b	PW27-2b:LP-DIR-T	hargrave 2014-07-08 13:12:25	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.2.1	748	373	K		u	9.6	115	l	13.8	4.1	9	-1
This study	Botswana 2012	Mosolotsane 2 Sill	PW27-2	Botswana	PW27-2b	PW27-2b:LP-DIR-T	hargrave 2014-07-08 13:12:25	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.2.1	748	373	K		u	9.6	204.5	l	21.7	4.1	9	0
This study	Botswana 2012	Mosolotsane 2 Sill	PW27-2	Botswana	PW27-2b	PW27-2b:LP-DIR-T	hargrave 2014-07-08 13:12:25	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.2.1	748	373	K		u	9.6	207.4	l	16.2	4.1	9	100
This study	Botswana 2012	Mosolotsane 2 Sill	PW27-3	Botswana	PW27-3b	PW27-3b:LP-DIR-T	hargrave 2014-07-08 13:13:56	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.2.1	748	373	K		u	43.5	218.1	l	-18.9	5.5	9	-1
This study	Botswana 2012	Mosolotsane 2 Sill	PW27-3	Botswana	PW27-3b	PW27-3b:LP-DIR-T	hargrave 2014-07-08 13:13:56	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.2.1	748	373	K		u	43.5	276	l	-6.9	5.5	9	0
This study	Botswana 2012	Mosolotsane 2 Sill	PW27-3	Botswana	PW27-3b	PW27-3b:LP-DIR-T	hargrave 2014-07-08 13:13:56	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.2.1	748	373	K		u	43.5	276.5	l	-16.6	5.5	9	100
This study	Botswana 2012	Mosolotsane 2 Sill	PW27-4	Botswana	PW27-4b	PW27-4b:LP-DIR-T	hargrave 2014-07-08 13:15:31	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.2.1	748	373	K		u	59.9	193.1	l	-11.6	6.2	9	-1
This study	Botswana 2012	Mosolotsane 2 Sill	PW27-4	Botswana	PW27-4b	PW27-4b:LP-DIR-T	hargrave 2014-07-08 13:15:31	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.2.1	748	373	K		u	59.9	291	l	7	6.2	9	0
This study	Botswana 2012	Mosolotsane 2 Sill	PW27-4	Botswana	PW27-4b	PW27-4b:LP-DIR-T	hargrave 2014-07-08 13:15:31	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.2.1	748	373	K		u	59.9	290.8	l	-1.9	6.2	9	100
This study	Botswana 2012	Mosolotsane 2 Sill	PW27-6	Botswana	PW27-6b	PW27-6b:LP-DIR-T	hargrave 2014-07-08 13:19:07	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.2.1	673	373	K		u	4.5	133.6	l	49.6	2.3	6	-1
This study	Botswana 2012	Mosolotsane 2 Sill	PW27-6	Botswana	PW27-6b	PW27-6b:LP-DIR-T	hargrave 2014-07-08 13:19:07	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.2.1	673	373	K		u	4.5	327.6	l	60	2.3	6	0
This study	Botswana 2012	Mosolotsane 2 Sill	PW27-6	Botswana	PW27-6b	PW27-6b:LP-DIR-T	hargrave 2014-07-08 13:19:07	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.2.1	673	373	K		u	4.5	314.3	l	54.6	2.3	6	100
This study	Botswana 2012	Shoshong Sill	PW28-1	Botswana	PW28-1b	PW28-1b:LP-DIR-T	hargrave 2014-08-05 16:23:09	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.0.2	723	373	K		u	15.5	112.4	l	49.8	3.5	8	-1
This study	Botswana 2012	Shoshong Sill	PW28-1	Botswana	PW28-1b	PW28-1b:LP-DIR-T	hargrave 2014-08-05 16:23:09	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.0.2	723	373	K		u	15.5	183.2	l	46.1	3.5	8	0
This study	Botswana 2012	Shoshong Sill	PW28-1	Botswana	PW28-1b	PW28-1b:LP-DIR-T	hargrave 2014-08-05 16:23:09	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.0.2	723	373	K		u	15.5	183.2	l	46.1	3.5	8	100
This study	Botswana 2012	Shoshong Sill	PW28-2	Botswana	PW28-2b	PW28-2b:LP-DIR-T	hargrave 2014-08-05 16:24:46	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.0.2	773	673	K		u	18.4	130.9	l	33.4	3	5	-1
This study	Botswana 2012	Shoshong Sill	PW28-2	Botswana	PW28-2b	PW28-2b:LP-DIR-T	hargrave 2014-08-05 16:24:46	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.0.2	773	673	K		u	18.4	216.9	l	46.1	3	5	0
This study	Botswana 2012	Shoshong Sill	PW28-2	Botswana	PW28-2b	PW28-2b:LP-DIR-T	hargrave 2014-08-05 16:24:46	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.0.2	773	673	K		u	18.4	216.9	l	46.1	3	5	100
This study	Botswana 2012	Shoshong Sill	PW28-3	Botswana	PW28-3b	PW28-3b:LP-DIR-T	hargrave 2014-08-05 16:26:20	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.0.2	773	423	K		u	17.9	110.7	l	61.5	7.4	10	-1
This study	Botswana 2012	Shoshong Sill	PW28-3	Botswana	PW28-3b	PW28-3b:LP-DIR-T	hargrave 2014-08-05 16:26:20	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.0.2	773	423	K		u	17.9	143	l	54.1	7.4	10	0
This study	Botswana 2012	Shoshong Sill	PW28-3	Botswana	PW28-3b	PW28-3b:LP-DIR-T	hargrave 2014-08-05 16:26:20	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.0.2	773	423	K		u	17.9	143	l	54.1	7.4	10	100
This study	Botswana 2012	Shoshong Sill	PW28-8	Botswana	PW28-8b	PW28-8b:LP-DIR-T	hargrave 2014-08-05 16:32:49	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.0.2	773	423	K		u	3.7	278.2	l	-23.4	5.5	10	-1
This study	Botswana 2012	Shoshong Sill	PW28-8	Botswana	PW28-8b	PW28-8b:LP-DIR-T	hargrave 2014-08-05 16:32:49	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.0.2	773	423	K		u	3.7	341.8	l	-24.2	5.5	10	0
This study	Botswana 2012	Shoshong Sill	PW28-8	Botswana	PW28-8b	PW28-8b:LP-DIR-T	hargrave 2014-08-05 16:32:49	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.0.2	773	423	K		u	3.7	341.8	l	-24.2	5.5	10	100
This study	Botswana 2012	Phage Sill	PW29-3	Botswana	PW29-3b	PW29-3b:LP-DIR-T	hargrave 2014-07-08 14:59:48	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.2.1	748	473	K		u	6	193.6	l	39.6	5.3	8	-1
This study	Botswana 2012	Phage Sill	PW29-3	Botswana	PW29-3b	PW29-3b:LP-DIR-T	hargrave 2014-07-08 14:59:48	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.2.1	748	473	K		u	6	328.5	l	59.7	5.3	8	0
This study	Botswana 2012	Phage Sill	PW29-3	Botswana	PW29-3b	PW29-3b:LP-DIR-T	hargrave 2014-07-08 14:59:48	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.2.1	748	473	K		u	6	316.4	l	53.5	5.3	8	100
This study	Botswana 2012	Phage Sill	PW29-4	Botswana	PW29-4b	PW29-4b:LP-DIR-T	hargrave 2014-07-08 15:01:19	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.2.1	673	373	K		u	16.4	261.7	l	9	10.8	7	-1
This study	Botswana 2012	Phage Sill	PW29-4	Botswana	PW29-4b	PW29-4b:LP-DIR-T	hargrave 2014-07-08 15:01:19	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.2.1	673	373	K		u	16.4	316.1	l	11	10.8	7	0
This study	Botswana 2012	Phage Sill	PW29-4	Botswana	PW29-4b	PW29-4b:LP-DIR-T	hargrave 2014-07-08 15:01:19	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.2.1	673	373	K		u	16.4	315.2	l	4	10.8	7	100
This study	Botswana 2012	Manyana Sill	PW3-11	Botswana	PW3-11b	PW3-11b:LP-DIR-T	hargrave 2014-07-07 17:26:49	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.2.1	573	323	K		u	40.8	42.2	l	-56.5	27.9	6	-1
This study	Botswana 2012	Manyana Sill	PW3-11	Botswana	PW3-11b	PW3-11b:LP-DIR-T	hargrave 2014-07-07 17:26:49	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.2.1	573	323	K		u	40.8	133	l	-67.5	27.9	6	0
This study	Botswana 2012	Manyana Sill	PW3-11	Botswana	PW3-11b	PW3-11b:LP-DIR-T	hargrave 2014-07-07 17:26:49	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.2.1	573	323	K		u	40.8	135.9	l	-62.7	27.9	6	100
This study	Botswana 2012	Manyana Sill	PW3-1	Botswana	PW3-1b	PW3-1b:LP-DIR-T	hargrave 2014-07-07 17:17:22	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.2.1	623	323	K		u	14.7	21.7	l	29.6	7.6	7	-1
This study	Botswana 2012	Manyana Sill	PW3-1	Botswana	PW3-1b	PW3-1b:LP-DIR-T	hargrave 2014-07-07 17:17:22	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.2.1	623	323	K		u	14.7	20.6	l	-38	7.6	7	0
This study	Botswana 2012	Manyana Sill	PW3-1	Botswana	PW3-1b	PW3-1b:LP-DIR-T	hargrave 2014-07-07 17:17:22	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.2.1	623	323	K		u	14.7	23.9	l	-41.1	7.6	7	100
This study	Botswana 2012	Manyana Sill	PW3-2	Botswana	PW3-2b	PW3-2b:LP-DIR-T	hargrave 2014-07-07 17:18:55	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.2.1	523	323	K		u	17.1	5.9	l	31.9	6.2	5	-1
This study	Botswana 2012	Manyana Sill	PW3-2	Botswana	PW3-2b	PW3-2b:LP-DIR-T	hargrave 2014-07-07 17:18:55	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.2.1	523	323	K		u	17.1	8	l	-40.8	6.2	5	0
This study	Botswana 2012	Manyana Sill	PW3-2	Botswana	PW3-2b	PW3-2b:LP-DIR-T	hargrave 2014-07-07 17:18:55	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.2.1	523	323	K		u	17.1	10.9	l	-44.7	6.2	5	100
This study	Botswana 2012	Manyana Sill	PW3-7	Botswana	PW3-7b	PW3-7b:LP-DIR-T	hargrave 2014-07-07 17:22:03	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.2.1	473	0	T		u	10.9	154.5	l	74	2	5	-1
This study	Botswana 2012	Manyana Sill	PW3-7	Botswana	PW3-7b	PW3-7b:LP-DIR-T	hargrave 2014-07-07 17:22:03	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.2.1	473	0	T		u	10.9	26.9	l	49	2	5	0
This study	Botswana 2012	Manyana Sill	PW3-7	Botswana	PW3-7b	PW3-7b:LP-DIR-T	hargrave 2014-07-07 17:22:03	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.2.1	473	0	T		u	10.9	22.5	l	46.1	2	5	100
This study	Botswana 2012	Manyana Sill	PW3-8	Botswana	PW3-8b	PW3-8b:LP-DIR-T	hargrave 2014-07-07 17:25:11	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.2.1	473	323	K		u	16.1	315.2	l	-20.2	5.5	4	-1
This study	Botswana 2012	Manyana Sill	PW3-8	Botswana	PW3-8b	PW3-8b:LP-DIR-T	hargrave 2014-07-07 17:25:11	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.2.1	473	323	K		u	16.1	293.7	l	-46	5.5	4	0
This study	Botswana 2012	Manyana Sill	PW3-8	Botswana	PW3-8b	PW3-8b:LP-DIR-T	hargrave 2014-07-07 17:25:11	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.2.1	473	323	K		u	16.1	290.2	l	-49.9	5.5	4	100
This study	Botswana 2012	Mokgware Sill	PW31-10	Botswana	PW31-10b	PW31-10b:LP-DIR-T	hargrave 2014-07-10 17:21:48	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.2.1	773	373	K		u	38.3	114	l	4.3	8.6	11	-1
This study	Botswana 2012	Mokgware Sill	PW31-10	Botswana	PW31-10b	PW31-10b:LP-DIR-T	hargrave 2014-07-10 17:21:48	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.2.1	773	373	K		u	38.3	278.1	l	18.8	8.6	11	0
This study	Botswana 2012	Mokgware Sill	PW31-10	Botswana	PW31-10b	PW31-10b:LP-DIR-T	hargrave 2014-07-10 17:21:48	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.2.1	773	373	K		u	38.3	278.3	l	22.8	8.6	11	100
This study	Botswana 2012	Mokgware Sill	PW31-11	Botswana	PW31-11b	PW31-11b:LP-DIR-T	hargrave 2014-07-10 17:23:42	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.2.1	773	373	K		u	33.5	115.1	l	8.1	6.5	11	-1
This study	Botswana 2012	Mokgware Sill	PW31-11	Botswana	PW31-11b	PW31-11b:LP-DIR-T	hargrave 2014-07-10 17:23:42	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.2.1	773	373	K		u	33.5	267	l	21.9	6.5	11	0
This study	Botswana 2012	Mokgware Sill	PW31-11	Botswana	PW31-11b	PW31-11b:LP-DIR-T	hargrave 2014-07-10 17:23:42	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.2.1	773	373	K		u	33.5	266.9	l	25.9	6.5	11	100
This study	Botswana 2012	Mokgware Sill	PW31-12	Botswana	PW31-12b	PW31-12b:LP-DIR-T	hargrave 2014-07-10 17:26:48	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.2.1	773	373	K		u	35.9	118.6	l	8.6	8.2	11	-1
This study	Botswana 2012	Mokgware Sill	PW31-12	Botswana	PW31-12b	PW31-12b:LP-DIR-T	hargrave 2014-07-10 17:26:48	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.2.1	773	373	K		u	35.9	281	l	22.8	8.2	11	0
This study	Botswana 2012	Mokgware Sill	PW31-12	Botswana	PW31-12b	PW31-12b:LP-DIR-T	hargrave 2014-07-10 17:26:48	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.2.1	773	373	K		u	35.9	281.3	l	26.8	8.2	11	100
This study	Botswana 2012	Mokgware Sill	PW31-13	Botswana	PW31-13b	PW31-13b:LP-DIR-T	hargrave 2014-08-04 16:53:08	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.2.1	748	373	K		u	33.6	142.3	l	4.1	8.5	10	-1
This study	Botswana 2012	Mokgware Sill	PW31-13	Botswana	PW31-13b	PW31-13b:LP-DIR-T	hargrave 2014-08-04 16:53:08	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.2.1	748	373	K		u	33.6	281.5	l	27.2	8.5	10	0
This study	Botswana 2012	Mokgware Sill	PW31-13	Botswana	PW31-13b	PW31-13b:LP-DIR-T	hargrave 2014-08-04 16:53:08	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.2.1	748	373	K		u	33.6	281.9	l	31.1	8.5	10	100
This study	Botswana 2012	Mokgware Sill	PW31-14	Botswana	PW31-14b	PW31-14b:LP-DIR-T	hargrave 2014-07-10 17:29:58	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.2.1	748	373	K		u	46.1	206.8	l	-7.5	10.5	10	-1
This study	Botswana 2012	Mokgware Sill	PW31-14	Botswana	PW31-14b	PW31-14b:LP-DIR-T	hargrave 2014-07-10 17:29:58	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.2.1	748	373	K		u	46.1	291.4	l	23.6	10.5	10	0
This study	Botswana 2012	Mokgware Sill	PW31-14	Botswana	PW31-14b	PW31-14b:LP-DIR-T	hargrave 2014-07-10 17:29:58	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.2.1	748	373	K		u	46.1	292.1	l	27.3	10.5	10	100
This study	Botswana 2012	Mokgware Sill	PW31-15	Botswana	PW31-15b	PW31-15b:LP-DIR-T	hargrave 2014-07-10 17:31:27	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.2.1	748	373	K		u	35.6	150.3	l	16.3	7.8	10	-1
This study	Botswana 2012	Mokgware Sill	PW31-15	Botswana	PW31-15b	PW31-15b:LP-DIR-T	hargrave 2014-07-10 17:31:27	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.2.1	748	373	K		u	35.6	283.4	l	30.8	7.8	10	0
This study	Botswana 2012	Mokgware Sill	PW31-15	Botswana	PW31-15b	PW31-15b:LP-DIR-T	hargrave 2014-07-10 17:31:27	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.2.1	748	373	K		u	35.6	284	l	34.7	7.8	10	100
This study	Botswana 2012	Sepatamorire Hill Sill	PW32-11	Botswana	PW32-11b	PW32-11b:LP-DIR-T	hargrave 2014-07-10 17:39:06	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.0.2	793	723	K		u	22.9	239.8	l	-21.2	7	4	-1
This study	Botswana 2012	Sepatamorire Hill Sill	PW32-11	Botswana	PW32-11b	PW32-11b:LP-DIR-T	hargrave 2014-07-10 17:39:06	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.0.2	793	723	K		u	22.9	193.4	l	-16	7	4	0
This study	Botswana 2012	Sepatamorire Hill Sill	PW32-11	Botswana	PW32-11b	PW32-11b:LP-DIR-T	hargrave 2014-07-10 17:39:06	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.0.2	793	723	K		u	22.9	193.4	l	-16	7	4	100
This study	Botswana 2012	Sepatamorire Hill Sill	PW32-13	Botswana	PW32-13b	PW32-13b:LP-DIR-T	hargrave 2014-07-08 15:57:45	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.0.2	673	523	K		u	37.2	258.6	l	29.4	10.6	4	-1
This study	Botswana 2012	Sepatamorire Hill Sill	PW32-13	Botswana	PW32-13b	PW32-13b:LP-DIR-T	hargrave 2014-07-08 15:57:45	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.0.2	673	523	K		u	37.2	226.4	l	16.6	10.6	4	0
This study	Botswana 2012	Sepatamorire Hill Sill	PW32-13	Botswana	PW32-13b	PW32-13b:LP-DIR-T	hargrave 2014-07-08 15:57:45	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.0.2	673	523	K		u	37.2	226.4	l	16.6	10.6	4	100
This study	Botswana 2012	Rapitsane Sill	PW10-1	Botswana	PW10-1b	PW10-1b:LP-DIR-T	hargrave 2014-07-09 17:13:39	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.2.1	723	373	K		u	58.1	97.3	l	-62.1	5.9	9	-1
This study	Botswana 2012	Rapitsane Sill	PW10-1	Botswana	PW10-1b	PW10-1b:LP-DIR-T	hargrave 2014-07-09 17:13:39	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.2.1	723	373	K		u	58.1	2.1	l	-54.7	5.9	9	0
This study	Botswana 2012	Rapitsane Sill	PW10-1	Botswana	PW10-1b	PW10-1b:LP-DIR-T	hargrave 2014-07-09 17:13:39	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.2.1	723	373	K		u	58.1	8.5	l	-60.4	5.9	9	100
This study	Botswana 2012	Rapitsane Sill	PW10-2	Botswana	PW10-2b	PW10-2b:LP-DIR-T	hargrave 2014-07-09 17:15:11	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.2.1	698	373	K		u	73.4	95.6	l	-51.6	7.6	8	-1
This study	Botswana 2012	Rapitsane Sill	PW10-2	Botswana	PW10-2b	PW10-2b:LP-DIR-T	hargrave 2014-07-09 17:15:11	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.2.1	698	373	K		u	73.4	354.7	l	-47.1	7.6	8	0
This study	Botswana 2012	Rapitsane Sill	PW10-2	Botswana	PW10-2b	PW10-2b:LP-DIR-T	hargrave 2014-07-09 17:15:11	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.2.1	698	373	K		u	73.4	358.5	l	-53.3	7.6	8	100
This study	Botswana 2012	Rapitsane Sill	PW10-3	Botswana	PW10-3b	PW10-3b:LP-DIR-T	hargrave 2014-07-09 17:16:40	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.2.1	723	373	K		u	14.2	105.7	l	-27.7	2.8	9	-1
This study	Botswana 2012	Rapitsane Sill	PW10-3	Botswana	PW10-3b	PW10-3b:LP-DIR-T	hargrave 2014-07-09 17:16:40	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.2.1	723	373	K		u	14.2	326.8	l	-17.8	2.8	9	0
This study	Botswana 2012	Rapitsane Sill	PW10-3	Botswana	PW10-3b	PW10-3b:LP-DIR-T	hargrave 2014-07-09 17:16:40	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.2.1	723	373	K		u	14.2	326.6	l	-24.8	2.8	9	100
This study	Botswana 2012	Rapitsane Sill	PW10-4	Botswana	PW10-4b	PW10-4b:LP-DIR-T	hargrave 2014-07-09 17:18:09	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.2.1	673	373	K		u	19.6	154.8	l	5.5	4.9	7	-1
