tab	er_specimens								
er_citation_names	er_specimen_name	er_sample_name	er_site_name	er_location_name	specimen_class	specimen_lithology	specimen_type	specimen_weight	er_expedition_name
This study	PW5-8a	PW5-8	Rasemong North Intrusion	Botswana	Intrusive	Dolerite	Sill	0.0040882	Botswana 2012
This study	PW5-9a	PW5-9	Rasemong North Intrusion	Botswana	Intrusive	Dolerite	Sill	0.0039118	Botswana 2012
This study	PW5-1b	PW5-1	Rasemong North Intrusion	Botswana	Intrusive	Dolerite	Sill		Botswana 2012
This study	PW5-2b	PW5-2	Rasemong North Intrusion	Botswana	Intrusive	Dolerite	Sill		Botswana 2012
This study	PW5-4b	PW5-4	Rasemong North Intrusion	Botswana	Intrusive	Dolerite	Sill		Botswana 2012
This study	PW5-6b	PW5-6	Rasemong North Intrusion	Botswana	Intrusive	Dolerite	Sill		Botswana 2012
This study	PW5-7b	PW5-7	Rasemong North Intrusion	Botswana	Intrusive	Dolerite	Sill		Botswana 2012
This study	PW5-8b	PW5-8	Rasemong North Intrusion	Botswana	Intrusive	Dolerite	Sill		Botswana 2012
This study	PW6-11a	PW6-11	Metsemotlhaba River Sill	Botswana	Intrusive	Dolerite	Sill	0.0050762	Botswana 2012
This study	PW6-12a	PW6-12	Metsemotlhaba River Sill	Botswana	Intrusive	Dolerite	Sill	0.0048771	Botswana 2012
This study	PW6-1a	PW6-1	Metsemotlhaba River Sill	Botswana	Intrusive	Dolerite	Sill	0.0046297	Botswana 2012
This study	PW6-4a	PW6-4	Metsemotlhaba River Sill	Botswana	Intrusive	Dolerite	Sill	0.004509	Botswana 2012
This study	PW6-5a	PW6-5	Metsemotlhaba River Sill	Botswana	Intrusive	Dolerite	Sill	0.0047796	Botswana 2012
This study	PW6-6a	PW6-6	Metsemotlhaba River Sill	Botswana	Intrusive	Dolerite	Sill	0.0046587	Botswana 2012
This study	PW6-7a	PW6-7	Metsemotlhaba River Sill	Botswana	Intrusive	Dolerite	Sill	0.0046112	Botswana 2012
This study	PW6-8a	PW6-8	Metsemotlhaba River Sill	Botswana	Intrusive	Dolerite	Sill	0.0046328	Botswana 2012
This study	PW6-1b	PW6-1	Metsemotlhaba River Sill	Botswana	Intrusive	Dolerite	Sill		Botswana 2012
This study	PW6-4b	PW6-4	Metsemotlhaba River Sill	Botswana	Intrusive	Dolerite	Sill		Botswana 2012
This study	PW6-5b	PW6-5	Metsemotlhaba River Sill	Botswana	Intrusive	Dolerite	Sill		Botswana 2012
This study	PW6-6b	PW6-6	Metsemotlhaba River Sill	Botswana	Intrusive	Dolerite	Sill		Botswana 2012
This study	PW6-7b	PW6-7	Metsemotlhaba River Sill	Botswana	Intrusive	Dolerite	Sill		Botswana 2012
This study	PW6-8b	PW6-8	Metsemotlhaba River Sill	Botswana	Intrusive	Dolerite	Sill		Botswana 2012
This study	PW7-10a	PW7-10	Mabogoapitse Hill Sill	Botswana	Intrusive	Dolerite	Sill	0.0053318	Botswana 2012
This study	PW7-11a	PW7-11	Mabogoapitse Hill Sill	Botswana	Intrusive	Dolerite	Sill	0.0056106	Botswana 2012
This study	PW7-12a	PW7-12	Mabogoapitse Hill Sill	Botswana	Intrusive	Dolerite	Sill	0.0049716	Botswana 2012
This study	PW7-1a	PW7-1	Mabogoapitse Hill Sill	Botswana	Intrusive	Dolerite	Sill	0.0045977	Botswana 2012
This study	PW7-2a	PW7-2	Mabogoapitse Hill Sill	Botswana	Intrusive	Dolerite	Sill	0.0053871	Botswana 2012
This study	PW7-3a	PW7-3	Mabogoapitse Hill Sill	Botswana	Intrusive	Dolerite	Sill	0.0043629	Botswana 2012
This study	PW7-5a	PW7-5	Mabogoapitse Hill Sill	Botswana	Intrusive	Dolerite	Sill	0.0044924	Botswana 2012
This study	PW7-10b	PW7-10	Mabogoapitse Hill Sill	Botswana	Intrusive	Dolerite	Sill		Botswana 2012
This study	PW7-1b	PW7-1	Mabogoapitse Hill Sill	Botswana	Intrusive	Dolerite	Sill		Botswana 2012
This study	PW7-2b	PW7-2	Mabogoapitse Hill Sill	Botswana	Intrusive	Dolerite	Sill		Botswana 2012
This study	PW7-3b	PW7-3	Mabogoapitse Hill Sill	Botswana	Intrusive	Dolerite	Sill		Botswana 2012
This study	PW7-5b	PW7-5	Mabogoapitse Hill Sill	Botswana	Intrusive	Dolerite	Sill		Botswana 2012
This study	PW7-7b	PW7-7	Mabogoapitse Hill Sill	Botswana	Intrusive	Dolerite	Sill		Botswana 2012
This study	PW8-10a	PW8-10	Mabogoapitse Hill Sill	Botswana	Intrusive	Dolerite	Sill	0.0049003	Botswana 2012
This study	PW8-11a	PW8-11	Mabogoapitse Hill Sill	Botswana	Intrusive	Dolerite	Sill	0.0053684	Botswana 2012
This study	PW8-12a	PW8-12	Mabogoapitse Hill Sill	Botswana	Intrusive	Dolerite	Sill	0.0058204	Botswana 2012
This study	PW8-13a	PW8-13	Mabogoapitse Hill Sill	Botswana	Intrusive	Dolerite	Sill	0.0051866	Botswana 2012
This study	PW8-1a	PW8-1	Mabogoapitse Hill Sill	Botswana	Intrusive	Dolerite	Sill	0.0055007	Botswana 2012
This study	PW8-2a	PW8-2	Mabogoapitse Hill Sill	Botswana	Intrusive	Dolerite	Sill	0.0055799	Botswana 2012
This study	PW8-4a	PW8-4	Mabogoapitse Hill Sill	Botswana	Intrusive	Dolerite	Sill	0.0051176	Botswana 2012
This study	PW8-5a	PW8-5	Mabogoapitse Hill Sill	Botswana	Intrusive	Dolerite	Sill	0.0057666	Botswana 2012
This study	PW9-10a	PW9-10	Semarule Hill Sill	Botswana	Intrusive	Dolerite	Sill	0.0052104	Botswana 2012
This study	PW9-11a	PW9-11	Semarule Hill Sill	Botswana	Intrusive	Dolerite	Sill	0.0051207	Botswana 2012
This study	PW9-4a	PW9-4	Semarule Hill Sill	Botswana	Intrusive	Dolerite	Sill	0.005994	Botswana 2012
This study	PW9-5a	PW9-5	Semarule Hill Sill	Botswana	Intrusive	Dolerite	Sill	0.0056765	Botswana 2012
This study	PW9-6a	PW9-6	Semarule Hill Sill	Botswana	Intrusive	Dolerite	Sill	0.0054492	Botswana 2012
This study	PW9-7a	PW9-7	Semarule Hill Sill	Botswana	Intrusive	Dolerite	Sill	0.0051674	Botswana 2012
This study	PW9-8a	PW9-8	Semarule Hill Sill	Botswana	Intrusive	Dolerite	Sill	0.0058981	Botswana 2012
This study	PW9-4b	PW9-4	Semarule Hill Sill	Botswana	Intrusive	Dolerite	Sill		Botswana 2012
This study	PW9-5b	PW9-5	Semarule Hill Sill	Botswana	Intrusive	Dolerite	Sill		Botswana 2012
This study	PW9-6b	PW9-6	Semarule Hill Sill	Botswana	Intrusive	Dolerite	Sill		Botswana 2012
This study	PW9-7b	PW9-7	Semarule Hill Sill	Botswana	Intrusive	Dolerite	Sill		Botswana 2012
This study	PW9-8b	PW9-8	Semarule Hill Sill	Botswana	Intrusive	Dolerite	Sill		Botswana 2012
This study	PW9-9b	PW9-9	Semarule Hill Sill	Botswana	Intrusive	Dolerite	Sill		Botswana 2012
