tab 	magic_measurements																										
er_citation_names	er_expedition_name	er_site_name	er_sample_name	er_location_name	er_specimen_name	magic_experiment_name	magic_instrument_codes	magic_method_codes	magic_software_packages	measurement_csd	measurement_date	measurement_dec	measurement_description	measurement_flag	measurement_inc	measurement_magn_moment	measurement_number	measurement_pos_z	measurement_positions	measurement_standard	measurement_temp	measurement_x_sd	measurement_y_sd	measurement_z_sd	treatment_ac_field	treatment_dc_field	treatment_temp
This study	Botswana 2012	Kgale Peak Sill	PW1-8	Botswana	PW1-8a	"PW1-8a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:02:27:12:30:39.00	-2.238954811		g	28.47340593	1.50E-06	1174664	1.267		u					0.025		
This study	Botswana 2012	Kgale Peak Sill	PW1-10	Botswana	PW1-10a	"PW1-10a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:02:27:12:30:54.00	-13.77378946		g	44.56024615	1.24E-07	1174665	1.467		u					0.025		
This study	Botswana 2012	Kgale Peak Sill	PW1-1	Botswana	PW1-1a	"PW1-1a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:02:27:12:38:50.00	53.48860665		g	13.2798445	3.28E-07	1174668	0.067		u					0.03		
This study	Botswana 2012	Kgale Peak Sill	PW1-2	Botswana	PW1-2a	"PW1-2a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:02:27:12:39:05.00	62.95197698		g	9.862761359	6.80E-07	1174669	0.267		u					0.03		
This study	Botswana 2012	Kgale Peak Sill	PW1-3	Botswana	PW1-3a	"PW1-3a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:02:27:12:39:20.00	-2.516751985		g	44.03828865	8.60E-07	1174670	0.467		u					0.03		
This study	Botswana 2012	Kgale Peak Sill	PW1-4	Botswana	PW1-4a	"PW1-4a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:02:27:12:39:35.00	-8.06842152		g	40.72811159	9.65E-08	1174671	0.667		u					0.03		
This study	Botswana 2012	Kgale Peak Sill	PW1-6	Botswana	PW1-6a	"PW1-6a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:02:27:12:39:50.00	32.32848422		g	20.20114111	1.37E-06	1174672	0.867		u					0.03		
This study	Botswana 2012	Kgale Peak Sill	PW1-7	Botswana	PW1-7a	"PW1-7a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:02:27:12:40:05.00	0.43558848		g	26.49199336	1.51E-06	1174673	1.067		u					0.03		
This study	Botswana 2012	Kgale Peak Sill	PW1-8	Botswana	PW1-8a	"PW1-8a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:02:27:12:40:20.00	2.521170202		g	30.29379306	9.02E-07	1174674	1.267		u					0.03		
This study	Botswana 2012	Kgale Peak Sill	PW1-10	Botswana	PW1-10a	"PW1-10a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:02:27:12:40:35.00	-15.02572303		g	44.81170957	1.02E-07	1174675	1.467		u					0.03		
This study	Botswana 2012	Kgale Peak Sill	PW1-1	Botswana	PW1-1a	"PW1-1a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:02:27:12:44:39.00	59.65925462		g	19.03668875	1.95E-07	1174676	0.067		u					0.04		
This study	Botswana 2012	Kgale Peak Sill	PW1-2	Botswana	PW1-2a	"PW1-2a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:02:27:12:44:54.00	72.93085963		g	11.97893114	4.38E-07	1174677	0.267		u					0.04		
This study	Botswana 2012	Kgale Peak Sill	PW1-3	Botswana	PW1-3a	"PW1-3a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:02:27:12:45:09.00	1.250221427		g	41.45898633	4.45E-07	1174678	0.467		u					0.04		
This study	Botswana 2012	Kgale Peak Sill	PW1-4	Botswana	PW1-4a	"PW1-4a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:02:27:12:45:24.00	-7.77493813		g	39.49686238	8.23E-08	1174679	0.667		u					0.04		
This study	Botswana 2012	Kgale Peak Sill	PW1-6	Botswana	PW1-6a	"PW1-6a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:02:27:12:45:40.00	49.96853074		g	14.81052232	6.48E-07	1174680	0.867		u					0.04		
This study	Botswana 2012	Kgale Peak Sill	PW1-7	Botswana	PW1-7a	"PW1-7a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:02:27:12:45:55.00	9.873576594		g	31.51006296	7.14E-07	1174681	1.067		u					0.04		
This study	Botswana 2012	Kgale Peak Sill	PW1-8	Botswana	PW1-8a	"PW1-8a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:02:27:12:46:10.00	9.873903468		g	30.89459575	5.79E-07	1174682	1.267		u					0.04		
This study	Botswana 2012	Kgale Peak Sill	PW1-10	Botswana	PW1-10a	"PW1-10a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:02:27:12:46:25.00	-11.33885413		g	46.00303688	9.37E-08	1174683	1.467		u					0.04		
This study	Botswana 2012	Kgale Peak Sill	PW1-1	Botswana	PW1-1a	"PW1-1a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:02:27:12:51:14.00	54.72192762		g	17.98160278	1.27E-07	1174686	0.067		u					0.05		
This study	Botswana 2012	Kgale Peak Sill	PW1-2	Botswana	PW1-2a	"PW1-2a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:02:27:12:51:29.00	73.27007153		g	12.71015817	2.75E-07	1174687	0.267		u					0.05		
This study	Botswana 2012	Kgale Peak Sill	PW1-3	Botswana	PW1-3a	"PW1-3a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:02:27:12:51:45.00	-8.523920642		g	49.92207698	1.99E-07	1174688	0.467		u					0.05		
This study	Botswana 2012	Kgale Peak Sill	PW1-4	Botswana	PW1-4a	"PW1-4a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:02:27:12:52:00.00	-4.140140826		g	40.86255612	7.07E-08	1174689	0.667		u					0.05		
This study	Botswana 2012	Kgale Peak Sill	PW1-6	Botswana	PW1-6a	"PW1-6a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:02:27:12:52:15.00	67.76016027		g	19.8111342	3.37E-07	1174690	0.867		u					0.05		
This study	Botswana 2012	Kgale Peak Sill	PW1-7	Botswana	PW1-7a	"PW1-7a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:02:27:12:52:30.00	12.98859628		g	36.94875321	3.57E-07	1174691	1.067		u					0.05		
This study	Botswana 2012	Kgale Peak Sill	PW1-8	Botswana	PW1-8a	"PW1-8a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:02:27:12:52:45.00	1.988077645		g	25.34081232	3.90E-07	1174692	1.267		u					0.05		
This study	Botswana 2012	Kgale Peak Sill	PW1-10	Botswana	PW1-10a	"PW1-10a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:02:27:12:53:00.00	-13.28022773		g	43.78310317	8.36E-08	1174693	1.467		u					0.05		
This study	Botswana 2012	Kgale Peak Sill	PW1-1	Botswana	PW1-1a	"PW1-1a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:02:27:13:01:22.00	59.08143647		g	27.37618116	7.84E-08	1174695	0.067		u					0.06		
This study	Botswana 2012	Kgale Peak Sill	PW1-2	Botswana	PW1-2a	"PW1-2a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:02:27:13:01:37.00	74.47180038		g	21.78429976	1.65E-07	1174696	0.267		u					0.06		
This study	Botswana 2012	Kgale Peak Sill	PW1-3	Botswana	PW1-3a	"PW1-3a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:02:27:13:01:52.00	-41.3495016		g	46.65497402	1.19E-07	1174697	0.467		u					0.06		
This study	Botswana 2012	Kgale Peak Sill	PW1-4	Botswana	PW1-4a	"PW1-4a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:02:27:13:02:08.00	-11.94457272		g	37.89255262	5.85E-08	1174698	0.667		u					0.06		
This study	Botswana 2012	Kgale Peak Sill	PW1-6	Botswana	PW1-6a	"PW1-6a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:02:27:13:02:23.00	53.36324985		g	27.92175812	2.00E-07	1174699	0.867		u					0.06		
This study	Botswana 2012	Kgale Peak Sill	PW1-7	Botswana	PW1-7a	"PW1-7a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:02:27:13:02:38.00	-21.70326374		g	32.31628201	2.96E-07	1174700	1.067		u					0.06		
This study	Botswana 2012	Kgale Peak Sill	PW1-8	Botswana	PW1-8a	"PW1-8a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:02:27:13:02:53.00	-13.0434739		g	45.27035604	2.12E-07	1174701	1.267		u					0.06		
This study	Botswana 2012	Kgale Peak Sill	PW1-10	Botswana	PW1-10a	"PW1-10a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:02:27:13:03:08.00	-14.20075699		g	43.25873726	7.83E-08	1174702	1.467		u					0.06		
This study	Botswana 2012	Kgale Peak Sill	PW1-1	Botswana	PW1-1a	"PW1-1a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:02:27:13:11:39.00	48.75369625		g	41.08581074	5.91E-08	1174703	0.067		u					0.07		
This study	Botswana 2012	Kgale Peak Sill	PW1-2	Botswana	PW1-2a	"PW1-2a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:02:27:13:11:55.00	57.8721854		g	17.14506956	8.53E-08	1174704	0.267		u					0.07		
This study	Botswana 2012	Kgale Peak Sill	PW1-3	Botswana	PW1-3a	"PW1-3a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:02:27:13:12:10.00	265.4862783		g	22.84957647	9.98E-08	1174705	0.467		u					0.07		
This study	Botswana 2012	Kgale Peak Sill	PW1-4	Botswana	PW1-4a	"PW1-4a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:02:27:13:12:25.00	-3.159988607		g	39.25195044	5.69E-08	1174706	0.667		u					0.07		
This study	Botswana 2012	Kgale Peak Sill	PW1-6	Botswana	PW1-6a	"PW1-6a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:02:27:13:12:40.00	221.8735828		g	44.83578698	8.49E-08	1174707	0.867		u					0.07		
This study	Botswana 2012	Kgale Peak Sill	PW1-7	Botswana	PW1-7a	"PW1-7a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:02:27:13:12:55.00	-58.5639355		g	28.29640939	2.85E-07	1174708	1.067		u					0.07		
This study	Botswana 2012	Kgale Peak Sill	PW1-8	Botswana	PW1-8a	"PW1-8a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:02:27:13:13:10.00	-48.50934603		g	44.29370312	1.75E-07	1174709	1.267		u					0.07		
This study	Botswana 2012	Kgale Peak Sill	PW1-10	Botswana	PW1-10a	"PW1-10a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:02:27:13:13:25.00	-22.37217584		g	42.42845471	6.42E-08	1174710	1.467		u					0.07		
This study	Botswana 2012	Kgale Peak Sill	PW1-1	Botswana	PW1-1a	"PW1-1a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:02:27:13:26:03.00	45.41493055		g	61.37838319	4.90E-08	1174711	0.067		u					0.08		
This study	Botswana 2012	Kgale Peak Sill	PW1-2	Botswana	PW1-2a	"PW1-2a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:02:27:13:26:18.00	24.08299355		g	5.534806455	9.08E-08	1174712	0.267		u					0.08		
This study	Botswana 2012	Kgale Peak Sill	PW1-3	Botswana	PW1-3a	"PW1-3a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:02:27:13:26:34.00	-72.15952158		g	6.582207151	1.42E-07	1174713	0.467		u					0.08		
This study	Botswana 2012	Kgale Peak Sill	PW1-4	Botswana	PW1-4a	"PW1-4a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:02:27:13:26:49.00	-5.20123359		g	29.3550822	5.07E-08	1174714	0.667		u					0.08		
This study	Botswana 2012	Kgale Peak Sill	PW1-6	Botswana	PW1-6a	"PW1-6a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:02:27:13:27:04.00	-68.12864071		g	22.90894128	1.59E-07	1174715	0.867		u					0.08		
This study	Botswana 2012	Kgale Peak Sill	PW1-7	Botswana	PW1-7a	"PW1-7a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:02:27:13:27:19.00	-68.38072804		g	20.57867	2.95E-07	1174716	1.067		u					0.08		
This study	Botswana 2012	Kgale Peak Sill	PW1-8	Botswana	PW1-8a	"PW1-8a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:02:27:13:27:34.00	-45.23001371		g	17.77785328	2.12E-07	1174717	1.267		u					0.08		
This study	Botswana 2012	Kgale Peak Sill	PW1-10	Botswana	PW1-10a	"PW1-10a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:02:27:13:27:49.00	-20.09752784		g	42.86184813	5.81E-08	1174718	1.467		u					0.08		
This study	Botswana 2012	Molepolole Prison Quarry Sill	PW19-4	Botswana	PW19-4a	"PW19-4a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-NO			2013:03:12:14:03:53.00	192.9855655		g	38.0346079	2.76E-05	1204985	0.067		u					0		
This study	Botswana 2012	Molepolole Prison Quarry Sill	PW19-8	Botswana	PW19-8a	"PW19-8a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-NO			2013:03:12:14:04:08.00	226.5070952		g	44.97891844	2.08E-05	1204986	0.267		u					0		
This study	Botswana 2012	Molepolole Prison Quarry Sill	PW19-1	Botswana	PW19-1a	"PW19-1a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-LT-Z			2013:04:29:10:37:48.00	-70.8369508		g	52.39693415	5.12E-09	1236135	0.067		u					0		77
This study	Botswana 2012	Molepolole Prison Quarry Sill	PW19-5	Botswana	PW19-5a	"PW19-5a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-LT-Z			2013:04:29:10:37:54.00	-64.56550019		g	4.236965169	2.00E-09	1236136	0.267		u					0		77
This study	Botswana 2012	Molepolole Prison Quarry Sill	PW19-12	Botswana	PW19-12a	"PW19-12a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-LT-Z			2013:04:29:10:37:59.00	7.10153299		g	-25.93018123	5.47E-09	1236137	0.467		u					0		77
This study	Botswana 2012	Molepolole Prison Quarry Sill	PW19-9	Botswana	PW19-9a	"PW19-9a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-LT-Z			2013:04:29:10:38:05.00	-265.186198		g	17.08639447	7.77E-09	1236138	0.667		u					0		77
This study	Botswana 2012	Molepolole Prison Quarry Sill	PW19-1	Botswana	PW19-1a	"PW19-1a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:04:29:10:45:55.00	-71.18655251		g	53.61025834	5.27E-09	1236140	0.067		u					0.001		
This study	Botswana 2012	Molepolole Prison Quarry Sill	PW19-5	Botswana	PW19-5a	"PW19-5a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:04:29:10:46:02.00	-64.5778044		g	6.870649348	1.99E-09	1236141	0.267		u					0.001		
This study	Botswana 2012	Molepolole Prison Quarry Sill	PW19-12	Botswana	PW19-12a	"PW19-12a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:04:29:10:46:09.00	6.373462		g	-25.64560127	5.58E-09	1236142	0.467		u					0.001		
This study	Botswana 2012	Molepolole Prison Quarry Sill	PW19-9	Botswana	PW19-9a	"PW19-9a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:04:29:10:46:15.00	-265.5656179		g	16.90120549	7.67E-09	1236143	0.667		u					0.001		
This study	Botswana 2012	Molepolole Prison Quarry Sill	PW19-1	Botswana	PW19-1a	"PW19-1a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:04:29:10:49:11.00	-71.17644309		g	53.37692991	5.27E-09	1236145	0.067		u					0.0015		
This study	Botswana 2012	Molepolole Prison Quarry Sill	PW19-5	Botswana	PW19-5a	"PW19-5a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:04:29:10:49:18.00	-64.62402938		g	6.578344811	2.00E-09	1236146	0.267		u					0.0015		
This study	Botswana 2012	Molepolole Prison Quarry Sill	PW19-12	Botswana	PW19-12a	"PW19-12a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:04:29:10:49:25.00	6.440091435		g	-25.73664901	5.61E-09	1236147	0.467		u					0.0015		
This study	Botswana 2012	Molepolole Prison Quarry Sill	PW19-9	Botswana	PW19-9a	"PW19-9a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:04:29:10:49:31.00	-265.5208715		g	16.81438445	7.69E-09	1236148	0.667		u					0.0015		
This study	Botswana 2012	Molepolole Prison Quarry Sill	PW19-1	Botswana	PW19-1a	"PW19-1a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:04:29:10:52:27.00	-71.21564716		g	53.3312748	5.28E-09	1236149	0.067		u					0.002		
This study	Botswana 2012	Molepolole Prison Quarry Sill	PW19-5	Botswana	PW19-5a	"PW19-5a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:04:29:10:52:34.00	-64.60835996		g	6.742157444	2.01E-09	1236150	0.267		u					0.002		
This study	Botswana 2012	Molepolole Prison Quarry Sill	PW19-12	Botswana	PW19-12a	"PW19-12a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:04:29:10:52:41.00	6.382041492		g	-25.65850158	5.63E-09	1236151	0.467		u					0.002		
This study	Botswana 2012	Molepolole Prison Quarry Sill	PW19-9	Botswana	PW19-9a	"PW19-9a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:04:29:10:52:48.00	-265.6225447		g	16.81894356	7.72E-09	1236152	0.667		u					0.002		
This study	Botswana 2012	Molepolole Prison Quarry Sill	PW19-1	Botswana	PW19-1a	"PW19-1a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:04:29:10:55:44.00	-71.00813895		g	53.40452473	5.29E-09	1236153	0.067		u					0.0025		
This study	Botswana 2012	Molepolole Prison Quarry Sill	PW19-5	Botswana	PW19-5a	"PW19-5a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:04:29:10:55:51.00	-64.47395251		g	6.840578393	2.01E-09	1236154	0.267		u					0.0025		
This study	Botswana 2012	Molepolole Prison Quarry Sill	PW19-12	Botswana	PW19-12a	"PW19-12a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:04:29:10:55:58.00	6.372393036		g	-25.6888669	5.61E-09	1236155	0.467		u					0.0025		
This study	Botswana 2012	Molepolole Prison Quarry Sill	PW19-9	Botswana	PW19-9a	"PW19-9a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:04:29:10:56:04.00	-265.5458308		g	16.79708629	7.74E-09	1236156	0.667		u					0.0025		
This study	Botswana 2012	Molepolole Prison Quarry Sill	PW19-1	Botswana	PW19-1a	"PW19-1a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:04:29:10:59:03.00	-68.07552446		g	52.61821809	5.36E-09	1236158	0.067		u					0.005		
This study	Botswana 2012	Molepolole Prison Quarry Sill	PW19-5	Botswana	PW19-5a	"PW19-5a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:04:29:10:59:10.00	-61.35200333		g	5.087027709	1.99E-09	1236159	0.267		u					0.005		
This study	Botswana 2012	Molepolole Prison Quarry Sill	PW19-12	Botswana	PW19-12a	"PW19-12a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:04:29:10:59:17.00	6.002894644		g	-25.80198922	5.68E-09	1236160	0.467		u					0.005		
This study	Botswana 2012	Molepolole Prison Quarry Sill	PW19-9	Botswana	PW19-9a	"PW19-9a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:04:29:10:59:23.00	-266.5492309		g	16.23811734	7.66E-09	1236161	0.667		u					0.005		
This study	Botswana 2012	Molepolole Prison Quarry Sill	PW19-1	Botswana	PW19-1a	"PW19-1a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:04:29:11:03:05.00	-62.58424717		g	50.90569936	5.55E-09	1236163	0.067		u					0.0075		
This study	Botswana 2012	Molepolole Prison Quarry Sill	PW19-5	Botswana	PW19-5a	"PW19-5a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:04:29:11:03:12.00	-58.13646936		g	0.460589242	1.93E-09	1236164	0.267		u					0.0075		
This study	Botswana 2012	Molepolole Prison Quarry Sill	PW19-12	Botswana	PW19-12a	"PW19-12a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:04:29:11:03:19.00	3.868988345		g	-25.13434176	5.50E-09	1236165	0.467		u					0.0075		
This study	Botswana 2012	Molepolole Prison Quarry Sill	PW19-9	Botswana	PW19-9a	"PW19-9a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:04:29:11:03:26.00	-268.7189041		g	15.58285189	7.11E-09	1236166	0.667		u					0.0075		
This study	Botswana 2012	Molepolole Prison Quarry Sill	PW19-1	Botswana	PW19-1a	"PW19-1a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:04:29:11:06:29.00	-56.9705184		g	49.63503555	5.72E-09	1236168	0.067		u					0.01		
This study	Botswana 2012	Molepolole Prison Quarry Sill	PW19-5	Botswana	PW19-5a	"PW19-5a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:04:29:11:06:36.00	-55.62115807		g	-1.994635745	1.96E-09	1236169	0.267		u					0.01		
This study	Botswana 2012	Molepolole Prison Quarry Sill	PW19-12	Botswana	PW19-12a	"PW19-12a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:04:29:11:06:42.00	-0.943924802		g	-22.05750104	4.97E-09	1236170	0.467		u					0.01		
This study	Botswana 2012	Molepolole Prison Quarry Sill	PW19-9	Botswana	PW19-9a	"PW19-9a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:04:29:11:06:49.00	86.86726976		g	15.97703664	5.81E-09	1236171	0.667		u					0.01		
This study	Botswana 2012	Molepolole Prison Quarry Sill	PW19-1	Botswana	PW19-1a	"PW19-1a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:04:29:11:09:57.00	-55.13312292		g	49.08346865	5.78E-09	1236173	0.067		u					0.015		
This study	Botswana 2012	Molepolole Prison Quarry Sill	PW19-5	Botswana	PW19-5a	"PW19-5a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:04:29:11:10:04.00	-54.6196757		g	-3.13751585	1.95E-09	1236174	0.267		u					0.015		
This study	Botswana 2012	Molepolole Prison Quarry Sill	PW19-12	Botswana	PW19-12a	"PW19-12a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:04:29:11:10:11.00	-11.16539707		g	-14.39813871	4.09E-09	1236175	0.467		u					0.015		
This study	Botswana 2012	Molepolole Prison Quarry Sill	PW19-9	Botswana	PW19-9a	"PW19-9a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:04:29:11:10:18.00	69.06586669		g	17.32366917	3.46E-09	1236176	0.667		u					0.015		
This study	Botswana 2012	Molepolole Prison Quarry Sill	PW19-1	Botswana	PW19-1a	"PW19-1a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:04:29:11:13:29.00	-55.46603183		g	49.14233488	5.61E-09	1236178	0.067		u					0.02		
This study	Botswana 2012	Molepolole Prison Quarry Sill	PW19-5	Botswana	PW19-5a	"PW19-5a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:04:29:11:13:36.00	-55.10036456		g	-1.995334065	1.92E-09	1236179	0.267		u					0.02		
This study	Botswana 2012	Molepolole Prison Quarry Sill	PW19-12	Botswana	PW19-12a	"PW19-12a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:04:29:11:13:43.00	-19.17078455		g	-8.65318834	3.60E-09	1236180	0.467		u					0.02		
This study	Botswana 2012	Molepolole Prison Quarry Sill	PW19-9	Botswana	PW19-9a	"PW19-9a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:04:29:11:13:50.00	44.02367008		g	15.31735812	2.42E-09	1236181	0.667		u					0.02		
This study	Botswana 2012	Molepolole Prison Quarry Sill	PW19-1	Botswana	PW19-1a	"PW19-1a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:04:29:11:17:06.00	-57.02465942		g	49.42797736	5.18E-09	1236183	0.067		u					0.025		
This study	Botswana 2012	Molepolole Prison Quarry Sill	PW19-5	Botswana	PW19-5a	"PW19-5a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:04:29:11:17:13.00	-55.74732381		g	-3.623255988	1.71E-09	1236184	0.267		u					0.025		
This study	Botswana 2012	Molepolole Prison Quarry Sill	PW19-12	Botswana	PW19-12a	"PW19-12a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:04:29:11:17:20.00	-23.9922446		g	-4.015491157	3.23E-09	1236185	0.467		u					0.025		
This study	Botswana 2012	Molepolole Prison Quarry Sill	PW19-9	Botswana	PW19-9a	"PW19-9a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:04:29:11:17:27.00	28.89677695		g	12.53223309	2.11E-09	1236186	0.667		u					0.025		
This study	Botswana 2012	Molepolole Prison Quarry Sill	PW19-1	Botswana	PW19-1a	"PW19-1a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:04:29:11:20:48.00	-58.34760314		g	49.47354394	4.58E-09	1236187	0.067		u					0.03		
This study	Botswana 2012	Molepolole Prison Quarry Sill	PW19-5	Botswana	PW19-5a	"PW19-5a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:04:29:11:20:55.00	-55.29535213		g	-3.164644874	1.59E-09	1236188	0.267		u					0.03		
This study	Botswana 2012	Molepolole Prison Quarry Sill	PW19-12	Botswana	PW19-12a	"PW19-12a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:04:29:11:21:02.00	-26.86102702		g	-3.56214166	2.85E-09	1236189	0.467		u					0.03		
This study	Botswana 2012	Molepolole Prison Quarry Sill	PW19-9	Botswana	PW19-9a	"PW19-9a:NRM_demag(T,Hac)0"	IRM-SRM-U	LT-AF-Z			2013:04:29:11:21:09.00	19.70051591		g	10.37199058	1.89E-09	1236190	0.667		u					0.03		
