tab 	magic_measurements																										
er_citation_names	er_expedition_name	er_site_name	er_sample_name	er_location_name	er_specimen_name	magic_experiment_name	magic_instrument_codes	magic_method_codes	magic_software_packages	measurement_csd	measurement_date	measurement_dec	measurement_description	measurement_flag	measurement_inc	measurement_magn_moment	measurement_number	measurement_pos_z	measurement_positions	measurement_standard	measurement_temp	measurement_x_sd	measurement_y_sd	measurement_z_sd	treatment_ac_field	treatment_dc_field	treatment_temp
This study	Botswana 2012	Shoshong Sill	PW28-3	Botswana	PW28-3b	PW28-3b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.235	1.9	2014:06:25:17:28:57	102.7		g	23.6	8.63E-07	20		1		273	2.74E-08	5.89E-09	6.18E-09	0	0	836
This study	Botswana 2012	Shoshong Sill	PW28-3	Botswana	PW28-3b	PW28-3b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.235	1.8	2014:07:01:16:58:26	101.4		g	20.6	7.30E-07	21		1		273	2.21E-08	3.78E-09	5.08E-09	0	0	839
This study	Botswana 2012	Shoshong Sill	PW28-3	Botswana	PW28-3b	PW28-3b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.235	2.8	2014:07:03:15:11:21	99.3		g	18.1	5.46E-07	22		1		273	2.57E-08	4.36E-09	4.02E-09	0	0	842
This study	Botswana 2012	Shoshong Sill	PW28-3	Botswana	PW28-3b	PW28-3b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.235	1.5	2014:07:08:14:53:52	99.4		g	15.4	3.39E-07	23		1		273	8.42E-09	1.68E-09	2.40E-09	0	0	845
This study	Botswana 2012	Shoshong Sill	PW28-3	Botswana	PW28-3b	PW28-3b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.235	2.7	2014:07:10:16:55:40	98.6		g	12.4	1.63E-07	24		1		273	7.45E-09	1.28E-09	1.22E-09	0	0	848
This study	Botswana 2012	Shoshong Sill	PW28-3	Botswana	PW28-3b	PW28-3b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.235	2.6	2014:08:04:16:29:11	102.3		g	13.7	9.60E-08	25		1		273	4.31E-09	8.22E-10	6.80E-10	0	0	851
This study	Botswana 2012	Shoshong Sill	PW28-3	Botswana	PW28-3b	PW28-3b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.235	3.4	2014:08:05:16:26:20	103		g	15.9	7.14E-08	26		1		273	4.13E-09	1.11E-09	5.58E-10	0	0	854
This study	Botswana 2012	Shoshong Sill	PW28-4	Botswana	PW28-4b	PW28-4b:LP-DIR-T	UC-Hargraves	LT-NO:LP-DIR-T	pmagpy-2.235	4.9	2014:02:21:19:30:09	111.8		g	32.1	2.27E-05	1		1		273	1.87E-06	5.86E-07	1.71E-07	0	0	273
This study	Botswana 2012	Shoshong Sill	PW28-4	Botswana	PW28-4b	PW28-4b:LP-DIR-T	UC-Hargraves	LT-NO:LP-DIR-T	pmagpy-2.235	2.4	2014:03:04:12:59:26	110.8		g	30.2	1.01E-05	2		1		273	4.14E-07	1.02E-07	8.65E-08	0	0	273
This study	Botswana 2012	Shoshong Sill	PW28-4	Botswana	PW28-4b	PW28-4b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.235	2.1	2014:03:07:16:55:50	110.9		g	30.3	1.01E-05	3		1		273	3.50E-07	8.20E-08	8.41E-08	0	0	323
This study	Botswana 2012	Shoshong Sill	PW28-4	Botswana	PW28-4b	PW28-4b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.235	3.3	2014:03:14:14:13:13	111.2		g	30.3	1.00E-05	4		1		273	5.65E-07	1.51E-07	8.17E-08	0	0	373
This study	Botswana 2012	Shoshong Sill	PW28-4	Botswana	PW28-4b	PW28-4b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.235	2.9	2014:03:18:14:29:39	111.7		g	30.2	9.92E-06	5		1		273	4.74E-07	1.72E-07	7.84E-08	0	0	423
This study	Botswana 2012	Shoshong Sill	PW28-4	Botswana	PW28-4b	PW28-4b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.235	0.6	2014:03:31:12:06:52	108.9		g	30.1	9.75E-06	6		1		273	6.63E-08	6.50E-08	7.79E-08	0	0	473
This study	Botswana 2012	Shoshong Sill	PW28-4	Botswana	PW28-4b	PW28-4b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.235	3.2	2014:04:02:13:58:48	112.4		g	30.2	9.54E-06	7		1		273	5.17E-07	1.58E-07	7.06E-08	0	0	523
This study	Botswana 2012	Shoshong Sill	PW28-4	Botswana	PW28-4b	PW28-4b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.235	2.2	2014:04:15:12:05:25	113		g	30	9.33E-06	8		1		273	3.37E-07	9.67E-08	6.84E-08	0	0	573
This study	Botswana 2012	Shoshong Sill	PW28-4	Botswana	PW28-4b	PW28-4b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.235	1.7	2014:04:22:13:54:14	110.9		g	30	9.06E-06	9		1		273	2.66E-07	4.97E-08	6.58E-08	0	0	623
This study	Botswana 2012	Shoshong Sill	PW28-4	Botswana	PW28-4b	PW28-4b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.235	1.9	2014:04:28:11:00:17	110.6		g	29.8	8.69E-06	10		1		273	2.78E-07	5.89E-08	6.29E-08	0	0	673
This study	Botswana 2012	Shoshong Sill	PW28-4	Botswana	PW28-4b	PW28-4b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.235	2.8	2014:04:30:15:17:18	111.2		g	29.7	8.32E-06	11		1		273	3.91E-07	1.09E-07	5.79E-08	0	0	698
This study	Botswana 2012	Shoshong Sill	PW28-4	Botswana	PW28-4b	PW28-4b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.235	1.4	2014:05:02:18:43:08	110.2		g	29.5	8.02E-06	12		1		273	1.99E-07	3.00E-08	5.84E-08	0	0	723
This study	Botswana 2012	Shoshong Sill	PW28-4	Botswana	PW28-4b	PW28-4b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.235	5.3	2014:05:05:12:54:00	112		g	29.4	7.51E-06	13		1		273	6.58E-07	2.25E-07	5.27E-08	0	0	748
This study	Botswana 2012	Shoshong Sill	PW28-4	Botswana	PW28-4b	PW28-4b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.235	1.3	2014:05:07:19:22:25	110.8		g	28.9	6.88E-06	14		1		273	1.58E-07	2.37E-08	4.98E-08	0	0	773
This study	Botswana 2012	Shoshong Sill	PW28-4	Botswana	PW28-4b	PW28-4b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.235	3.5	2014:05:27:16:10:49	110.9		g	28.5	6.19E-06	15		1		273	3.62E-07	1.01E-07	4.47E-08	0	0	793
This study	Botswana 2012	Shoshong Sill	PW28-4	Botswana	PW28-4b	PW28-4b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.235	0.5	2014:06:09:16:15:13	111.1		g	27.8	5.20E-06	16		1		273	2.44E-08	2.01E-08	4.07E-08	0	0	813
This study	Botswana 2012	Shoshong Sill	PW28-4	Botswana	PW28-4b	PW28-4b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.235	2.7	2014:06:13:13:47:37	111.4		b	27.4	4.77E-06	17		1		273	2.12E-07	5.85E-08	3.78E-08	0	0	823
This study	Botswana 2012	Shoshong Sill	PW28-4	Botswana	PW28-4b	PW28-4b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.235	2.6	2014:06:13:15:04:57	111.4		g	27.4	4.77E-06	18		1		273	2.11E-07	5.85E-08	3.76E-08	0	0	823
This study	Botswana 2012	Shoshong Sill	PW28-4	Botswana	PW28-4b	PW28-4b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.235	3.2	2014:06:24:16:54:18	112.5		g	25.9	3.25E-06	19		1		273	1.75E-07	5.39E-08	1.87E-08	0	0	833
This study	Botswana 2012	Shoshong Sill	PW28-4	Botswana	PW28-4b	PW28-4b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.235	3.8	2014:06:25:17:30:35	113.3		g	22.9	1.97E-06	20		1		273	1.23E-07	4.53E-08	1.20E-08	0	0	836
This study	Botswana 2012	Shoshong Sill	PW28-4	Botswana	PW28-4b	PW28-4b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.235	3.8	2014:07:01:16:59:56	112.6		g	20.6	1.50E-06	21		1		273	9.33E-08	3.38E-08	8.70E-09	0	0	839
This study	Botswana 2012	Shoshong Sill	PW28-4	Botswana	PW28-4b	PW28-4b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.235	2.7	2014:07:03:15:12:50	115.3		g	17.7	9.62E-07	22		1		273	4.21E-08	1.63E-08	6.06E-09	0	0	842
This study	Botswana 2012	Shoshong Sill	PW28-4	Botswana	PW28-4b	PW28-4b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.235	2.8	2014:07:08:14:55:23	112.8		g	14.6	5.98E-07	23		1		273	2.72E-08	1.06E-08	3.96E-09	0	0	845
This study	Botswana 2012	Shoshong Sill	PW28-4	Botswana	PW28-4b	PW28-4b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.235	2.6	2014:07:10:16:57:10	112.8		g	14.3	2.99E-07	24		1		273	1.28E-08	4.92E-09	2.05E-09	0	0	848
This study	Botswana 2012	Shoshong Sill	PW28-4	Botswana	PW28-4b	PW28-4b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.235	2.6	2014:08:04:16:30:50	111.1		g	15.7	1.73E-07	25		1		273	7.50E-09	2.34E-09	1.18E-09	0	0	851
This study	Botswana 2012	Shoshong Sill	PW28-4	Botswana	PW28-4b	PW28-4b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.235	4.1	2014:08:05:16:27:57	111		g	14.7	8.32E-08	26		1		273	5.80E-09	1.67E-09	5.69E-10	0	0	854
This study	Botswana 2012	Shoshong Sill	PW28-6	Botswana	PW28-6b	PW28-6b:LP-DIR-T	UC-Hargraves	LT-NO:LP-DIR-T	pmagpy-2.235	1.5	2014:02:21:19:33:31	72.5		g	22.4	6.80E-06	1		1		273	1.69E-07	4.82E-08	5.84E-08	0	0	273
This study	Botswana 2012	Shoshong Sill	PW28-6	Botswana	PW28-6b	PW28-6b:LP-DIR-T	UC-Hargraves	LT-NO:LP-DIR-T	pmagpy-2.235	0.9	2014:03:04:13:01:08	74.6		g	21.5	2.38E-06	2		1		273	3.03E-08	9.09E-09	2.06E-08	0	0	273
This study	Botswana 2012	Shoshong Sill	PW28-6	Botswana	PW28-6b	PW28-6b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.235	0.8	2014:03:07:16:57:19	75.4		g	21.5	2.38E-06	3		1		273	2.79E-08	7.99E-09	2.04E-08	0	0	323
This study	Botswana 2012	Shoshong Sill	PW28-6	Botswana	PW28-6b	PW28-6b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.235	2.7	2014:03:14:14:14:52	74.5		g	21.6	2.35E-06	4		1		273	1.05E-07	2.87E-08	1.90E-08	0	0	373
This study	Botswana 2012	Shoshong Sill	PW28-6	Botswana	PW28-6b	PW28-6b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.235	3.2	2014:03:18:14:31:23	74.9		g	21.7	2.31E-06	5		1		273	1.24E-07	3.17E-08	1.72E-08	0	0	423
This study	Botswana 2012	Shoshong Sill	PW28-6	Botswana	PW28-6b	PW28-6b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.235	3.4	2014:03:31:12:08:24	76		g	21.7	2.26E-06	6		1		273	1.31E-07	3.18E-08	1.73E-08	0	0	473
This study	Botswana 2012	Shoshong Sill	PW28-6	Botswana	PW28-6b	PW28-6b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.235	2.3	2014:04:02:14:00:16	74.6		g	21.8	2.21E-06	7		1		273	8.62E-08	2.36E-08	1.70E-08	0	0	523
This study	Botswana 2012	Shoshong Sill	PW28-6	Botswana	PW28-6b	PW28-6b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.235	1.9	2014:04:15:12:06:58	74.6		g	21.7	2.16E-06	8		1		273	6.76E-08	1.79E-08	1.84E-08	0	0	573
This study	Botswana 2012	Shoshong Sill	PW28-6	Botswana	PW28-6b	PW28-6b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.235	2.3	2014:04:22:13:55:51	74.4		g	22	2.09E-06	9		1		273	8.03E-08	2.23E-08	1.60E-08	0	0	623
This study	Botswana 2012	Shoshong Sill	PW28-6	Botswana	PW28-6b	PW28-6b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.235	0.9	2014:04:28:11:01:46	73.1		g	22.1	2.01E-06	10		1		273	2.72E-08	1.04E-08	1.55E-08	0	0	673
This study	Botswana 2012	Shoshong Sill	PW28-6	Botswana	PW28-6b	PW28-6b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.235	1.1	2014:04:30:15:18:53	74.4		g	22.1	1.94E-06	11		1		273	3.39E-08	1.02E-08	1.57E-08	0	0	698
This study	Botswana 2012	Shoshong Sill	PW28-6	Botswana	PW28-6b	PW28-6b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.235	0.5	2014:05:02:18:44:37	73.8		g	22.1	1.86E-06	12		1		273	5.70E-09	4.28E-09	1.45E-08	0	0	723
This study	Botswana 2012	Shoshong Sill	PW28-6	Botswana	PW28-6b	PW28-6b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.235	0.6	2014:05:05:12:55:36	74.1		g	22.3	1.77E-06	13		1		273	1.51E-08	4.95E-09	1.35E-08	0	0	748
This study	Botswana 2012	Shoshong Sill	PW28-6	Botswana	PW28-6b	PW28-6b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.235	2.5	2014:05:07:19:23:56	74.5		g	22.4	1.65E-06	14		1		273	6.94E-08	1.77E-08	1.30E-08	0	0	773
This study	Botswana 2012	Shoshong Sill	PW28-6	Botswana	PW28-6b	PW28-6b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.235	2.3	2014:05:27:16:12:30	72		g	22.7	1.53E-06	15		1		273	5.78E-08	1.74E-08	1.15E-08	0	0	793
This study	Botswana 2012	Shoshong Sill	PW28-6	Botswana	PW28-6b	PW28-6b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.235	0.6	2014:06:09:16:17:16	75.2		g	23.3	1.37E-06	16		1		273	8.46E-09	4.16E-09	1.12E-08	0	0	813
This study	Botswana 2012	Shoshong Sill	PW28-6	Botswana	PW28-6b	PW28-6b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.235	1.8	2014:06:13:15:06:33	73.7		g	23.5	1.29E-06	17		1		273	3.79E-08	9.79E-09	1.00E-08	0	0	823
This study	Botswana 2012	Shoshong Sill	PW28-6	Botswana	PW28-6b	PW28-6b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.235	1.7	2014:06:24:16:56:06	77.4		g	24.1	9.15E-07	18		1		273	2.58E-08	6.29E-09	5.47E-09	0	0	833
This study	Botswana 2012	Shoshong Sill	PW28-6	Botswana	PW28-6b	PW28-6b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.235	2.9	2014:06:25:17:33:49	77.3		g	24.5	6.33E-07	19		1		273	3.05E-08	7.53E-09	4.47E-09	0	0	836
This study	Botswana 2012	Shoshong Sill	PW28-6	Botswana	PW28-6b	PW28-6b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.235	1.5	2014:07:01:17:01:25	77.8		g	25.1	5.22E-07	20		1		273	1.32E-08	3.24E-09	3.11E-09	0	0	839
This study	Botswana 2012	Shoshong Sill	PW28-6	Botswana	PW28-6b	PW28-6b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.235	2.8	2014:07:03:15:14:19	79		g	26.7	3.74E-07	21		1		273	1.75E-08	3.91E-09	2.08E-09	0	0	842
This study	Botswana 2012	Shoshong Sill	PW28-6	Botswana	PW28-6b	PW28-6b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.235	1	2014:07:08:14:56:51	77.1		g	26.4	2.40E-07	22		1		273	3.96E-09	1.67E-09	1.64E-09	0	0	845
This study	Botswana 2012	Shoshong Sill	PW28-6	Botswana	PW28-6b	PW28-6b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.235	1.3	2014:07:10:16:58:38	78.7		g	29	1.18E-07	23		1		273	2.45E-09	1.00E-09	8.68E-10	0	0	848
This study	Botswana 2012	Shoshong Sill	PW28-6	Botswana	PW28-6b	PW28-6b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.235	2.4	2014:08:04:16:34:03	80.4		g	31.7	6.56E-08	24		1		273	2.62E-09	7.80E-10	4.64E-10	0	0	851
This study	Botswana 2012	Shoshong Sill	PW28-6	Botswana	PW28-6b	PW28-6b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.235	3.6	2014:08:05:16:31:09	71.6		g	27.3	4.47E-08	25		1		273	2.65E-09	9.58E-10	3.63E-10	0	0	854
This study	Botswana 2012	Shoshong Sill	PW28-8	Botswana	PW28-8b	PW28-8b:LP-DIR-T	UC-Hargraves	LT-NO:LP-DIR-T	pmagpy-2.235	0.9	2014:02:21:19:35:15	274.8		g	-26.3	1.63E-05	1		1		273	1.49E-07	8.17E-08	1.97E-07	0	0	273
This study	Botswana 2012	Shoshong Sill	PW28-8	Botswana	PW28-8b	PW28-8b:LP-DIR-T	UC-Hargraves	LT-NO:LP-DIR-T	pmagpy-2.235	0.8	2014:03:04:13:02:53	273.7		g	-25.8	5.35E-06	2		1		273	2.25E-08	2.57E-08	6.88E-08	0	0	273
This study	Botswana 2012	Shoshong Sill	PW28-8	Botswana	PW28-8b	PW28-8b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.235	1.5	2014:03:07:16:58:48	274.3		g	-25.8	5.35E-06	3		1		273	1.27E-07	1.28E-08	6.80E-08	0	0	323
This study	Botswana 2012	Shoshong Sill	PW28-8	Botswana	PW28-8b	PW28-8b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.235	1.8	2014:03:14:14:16:35	274.2		g	-25.9	5.26E-06	4		1		273	1.51E-07	1.30E-08	6.23E-08	0	0	373
This study	Botswana 2012	Shoshong Sill	PW28-8	Botswana	PW28-8b	PW28-8b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.235	1.4	2014:03:18:14:33:03	275.2		g	-25.8	5.13E-06	5		1		273	1.14E-07	1.06E-08	5.93E-08	0	0	423
This study	Botswana 2012	Shoshong Sill	PW28-8	Botswana	PW28-8b	PW28-8b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.235	2.5	2014:03:31:12:09:57	275.9		g	-26	4.94E-06	6		1		273	2.06E-07	1.08E-08	5.95E-08	0	0	473
This study	Botswana 2012	Shoshong Sill	PW28-8	Botswana	PW28-8b	PW28-8b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.235	3.4	2014:04:02:14:01:45	276.9		g	-25.9	4.77E-06	7		1		273	2.80E-07	1.72E-08	5.69E-08	0	0	523
This study	Botswana 2012	Shoshong Sill	PW28-8	Botswana	PW28-8b	PW28-8b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.235	1	2014:04:15:12:08:35	275.3		g	-26	4.62E-06	8		1		273	5.39E-08	1.86E-08	5.63E-08	0	0	573
This study	Botswana 2012	Shoshong Sill	PW28-8	Botswana	PW28-8b	PW28-8b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.235	1.9	2014:04:22:13:57:23	276.8		g	-26.2	4.41E-06	9		1		273	1.35E-07	8.57E-09	5.29E-08	0	0	623
This study	Botswana 2012	Shoshong Sill	PW28-8	Botswana	PW28-8b	PW28-8b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.235	0.7	2014:04:28:11:03:14	277.5		g	-26.3	4.17E-06	10		1		273	2.03E-08	1.66E-08	4.94E-08	0	0	673
This study	Botswana 2012	Shoshong Sill	PW28-8	Botswana	PW28-8b	PW28-8b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.235	2	2014:04:30:15:20:23	275.4		g	-26.6	3.95E-06	11		1		273	1.27E-07	8.56E-09	4.74E-08	0	0	698
This study	Botswana 2012	Shoshong Sill	PW28-8	Botswana	PW28-8b	PW28-8b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.235	0.8	2014:05:02:18:46:05	274.6		g	-26.7	3.75E-06	12		1		273	2.67E-08	1.92E-08	4.55E-08	0	0	723
This study	Botswana 2012	Shoshong Sill	PW28-8	Botswana	PW28-8b	PW28-8b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.235	0.9	2014:05:05:12:57:29	275.1		g	-27	3.50E-06	13		1		273	3.25E-08	2.05E-08	4.36E-08	0	0	748
This study	Botswana 2012	Shoshong Sill	PW28-8	Botswana	PW28-8b	PW28-8b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.235	0.8	2014:05:07:19:25:29	274.3		g	-27.2	3.18E-06	14		1		273	2.06E-08	1.85E-08	3.90E-08	0	0	773
This study	Botswana 2012	Shoshong Sill	PW28-8	Botswana	PW28-8b	PW28-8b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.235	1.1	2014:05:27:16:14:35	275.6		g	-27.8	2.84E-06	15		1		273	4.08E-08	2.01E-08	3.39E-08	0	0	793
This study	Botswana 2012	Shoshong Sill	PW28-8	Botswana	PW28-8b	PW28-8b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.235	0.9	2014:06:09:16:19:24	277.5		g	-29.6	2.36E-06	16		1		273	2.43E-08	1.22E-08	3.02E-08	0	0	813
This study	Botswana 2012	Shoshong Sill	PW28-8	Botswana	PW28-8b	PW28-8b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.235	1.6	2014:06:13:15:08:17	278.3		g	-30.7	2.01E-06	17		1		273	5.00E-08	7.63E-09	2.58E-08	0	0	823
This study	Botswana 2012	Shoshong Sill	PW28-8	Botswana	PW28-8b	PW28-8b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.235	1	2014:06:24:16:57:59	277.4		g	-40.6	9.29E-07	18		1		273	7.10E-09	1.13E-08	1.12E-08	0	0	833
This study	Botswana 2012	Shoshong Sill	PW28-8	Botswana	PW28-8b	PW28-8b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.235	1.3	2014:06:25:17:35:30	241.3		g	-71.6	2.95E-07	19		1		273	2.46E-09	5.91E-09	2.66E-09	0	0	836
This study	Botswana 2012	Shoshong Sill	PW28-8	Botswana	PW28-8b	PW28-8b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.235	1.9	2014:07:01:17:02:55	127.7		g	-50.5	1.88E-07	20		1		273	4.03E-09	4.82E-09	1.62E-09	0	0	839
This study	Botswana 2012	Shoshong Sill	PW28-8	Botswana	PW28-8b	PW28-8b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.235	2.1	2014:07:03:15:15:49	125.5		g	-28.5	1.24E-07	21		1		273	3.01E-09	3.18E-09	1.45E-09	0	0	842
This study	Botswana 2012	Shoshong Sill	PW28-8	Botswana	PW28-8b	PW28-8b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.235	2	2014:07:08:14:58:20	127.6		g	-31.1	9.68E-08	22		1		273	2.35E-09	2.23E-09	1.11E-09	0	0	845
This study	Botswana 2012	Shoshong Sill	PW28-8	Botswana	PW28-8b	PW28-8b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.235	1.9	2014:07:10:17:00:06	133.8		g	-23.3	4.72E-08	23		1		273	9.86E-10	1.11E-09	6.82E-10	0	0	848
This study	Botswana 2012	Shoshong Sill	PW28-8	Botswana	PW28-8b	PW28-8b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.235	2.4	2014:08:04:16:35:43	126.5		g	-16.8	3.23E-08	24		1		273	1.04E-09	8.62E-10	4.24E-10	0	0	851
This study	Botswana 2012	Shoshong Sill	PW28-8	Botswana	PW28-8b	PW28-8b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.235	4.3	2014:08:05:16:32:49	111.3		g	0.2	2.85E-08	25		1		273	1.96E-09	8.16E-10	4.32E-10	0	0	854
This study	Botswana 2012	Phage Sill	PW29-3	Botswana	PW29-3b	PW29-3b:LP-DIR-T	UC-Hargraves	LT-NO:DE-VM:LP-DIR-T	pmagpy-2.233	114.6	2014:03:04:13:04:36	192.2		g	39.7	8.46E-06	1		2		273	2.30E-08	1.02E-07	2.74E-08	0	0	273
This study	Botswana 2012	Phage Sill	PW29-3	Botswana	PW29-3b	PW29-3b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.233	2.7	2014:03:07:17:00:17	197.6		g	42.3	4.12E-06	2		1		273	4.40E-08	1.86E-07	2.67E-08	0	0	323
This study	Botswana 2012	Phage Sill	PW29-3	Botswana	PW29-3b	PW29-3b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.233	2.7	2014:03:14:14:18:19	197.7		g	42.5	4.04E-06	3		1		273	3.50E-08	1.88E-07	2.61E-08	0	0	373
This study	Botswana 2012	Phage Sill	PW29-3	Botswana	PW29-3b	PW29-3b:LP-DIR-T	UC-Hargraves	LT-T-Z:LP-DIR-T	pmagpy-2.233	1.7	2014:03:18:14:36:18	198.3		g	42.6	3.90E-06	4		1		273	2.53E-08	1.15E-07	2.62E-08	0	0	423
