tab 	er_expeditions
expedition_description	expedition_start_lon	er_expedition_name	expedition_start_loc	expedition_start_lat	er_citation_names
sampling Umkondo sills in southern Botswana to complement the existing number of cooling units	25.86	Botswana 2012	"-24.6878,25.8622"	-24.6878	This study
>>>>>>>>>>
tab 	er_locations
location_type	er_citation_names	location_end_lat	location_begin_lon	er_location_name	location_description	location_begin_lat	location_end_lon
Region	This study:10.1029/2005JB003897	-25	25.00	Botswana	Region of Umkondo sills in southern Botswana	-22	27.50
>>>>>>>>>>
tab 	er_samples
sample_bed_dip_direction	er_citation_names	sample_lithology	er_site_name	er_sample_name	sample_description	sample_type	sample_azimuth	er_location_name	er_expedition_name	sample_lat	sample_dip	sample_bed_dip	sample_lon	sample_class
T	This study	3	1.70E-01	pmagpy-3.2.1	PW40-4	Botswana	l	-35.9	PW40-4a	2.3	359.90		u	Botswana 2012	"PW40-4a:NRM_demag(T,Hac)0"	-1	Sepitswane Sill	13	2.00E-02	LP-DIR-AF:DE-BFL:DA-DIR
T	This study	3	1.70E-01	pmagpy-3.2.1	PW40-4	Botswana	l	-51.9	PW40-4a	2.3	159.50		u	Botswana 2012	"PW40-4a:NRM_demag(T,Hac)0"	0	Sepitswane Sill	13	2.00E-02	LP-DIR-AF:DE-BFL:DA-DIR-GEO
T	This study	3	1.70E-01	pmagpy-3.2.1	PW40-4	Botswana	l	-49	PW40-4a	2.3	145.30		u	Botswana 2012	"PW40-4a:NRM_demag(T,Hac)0"	100	Sepitswane Sill	13	2.00E-02	LP-DIR-AF:DE-BFL:DA-DIR-TILT
T	This study	7	1.40E-01	pmagpy-3.2.1	PW5-1	Botswana	l	-14.7	PW5-1a	1.1	91.40		u	Botswana 2012	"PW5-1a:NRM_demag(T,Hac)0"	-1	Rasemong North Intrusion	8	5.00E-02	LP-DIR-AF:DE-BFL:DA-DIR
T	This study	7	1.40E-01	pmagpy-3.2.1	PW5-1	Botswana	l	-13.3	PW5-1a	1.1	7.10		u	Botswana 2012	"PW5-1a:NRM_demag(T,Hac)0"	0	Rasemong North Intrusion	8	5.00E-02	LP-DIR-AF:DE-BFL:DA-DIR-GEO
T	This study	7	1.40E-01	pmagpy-3.2.1	PW5-1	Botswana	l	-13.3	PW5-1a	1.1	7.10		u	Botswana 2012	"PW5-1a:NRM_demag(T,Hac)0"	100	Rasemong North Intrusion	8	5.00E-02	LP-DIR-AF:DE-BFL:DA-DIR-TILT
T	This study	10.4	1.40E-01	pmagpy-3.2.1	PW5-2	Botswana	l	-17.8	PW5-2a	1.6	80.00		u	Botswana 2012	"PW5-2a:NRM_demag(T,Hac)0"	-1	Rasemong North Intrusion	7	6.00E-02	LP-DIR-AF:DE-BFL:DA-DIR
T	This study	10.4	1.40E-01	pmagpy-3.2.1	PW5-2	Botswana	l	-20.2	PW5-2a	1.6	7.40		u	Botswana 2012	"PW5-2a:NRM_demag(T,Hac)0"	0	Rasemong North Intrusion	7	6.00E-02	LP-DIR-AF:DE-BFL:DA-DIR-GEO
T	This study	10.4	1.40E-01	pmagpy-3.2.1	PW5-2	Botswana	l	-20.2	PW5-2a	1.6	7.40		u	Botswana 2012	"PW5-2a:NRM_demag(T,Hac)0"	100	Rasemong North Intrusion	7	6.00E-02	LP-DIR-AF:DE-BFL:DA-DIR-TILT
T	This study	6.1	1.70E-01	pmagpy-3.2.1	PW5-4	Botswana	l	-23.8	PW5-4a	1.5	100.10		u	Botswana 2012	"PW5-4a:NRM_demag(T,Hac)0"	-1	Rasemong North Intrusion	8	6.00E-02	LP-DIR-AF:DE-BFL:DA-DIR
T	This study	6.1	1.70E-01	pmagpy-3.2.1	PW5-4	Botswana	l	-18.6	PW5-4a	1.5	7.70		u	Botswana 2012	"PW5-4a:NRM_demag(T,Hac)0"	0	Rasemong North Intrusion	8	6.00E-02	LP-DIR-AF:DE-BFL:DA-DIR-GEO
T	This study	6.1	1.70E-01	pmagpy-3.2.1	PW5-4	Botswana	l	-18.6	PW5-4a	1.5	7.70		u	Botswana 2012	"PW5-4a:NRM_demag(T,Hac)0"	100	Rasemong North Intrusion	8	6.00E-02	LP-DIR-AF:DE-BFL:DA-DIR-TILT
T	This study	4.6	1.40E-01	pmagpy-3.2.1	PW5-5	Botswana	l	-12.5	PW5-5a	0.6	298.30		u	Botswana 2012	"PW5-5a:NRM_demag(T,Hac)0"	-1	Rasemong North Intrusion	7	6.00E-02	LP-DIR-AF:DE-BFL:DA-DIR
T	This study	4.6	1.40E-01	pmagpy-3.2.1	PW5-5	Botswana	l	-17.5	PW5-5a	0.6	3.30		u	Botswana 2012	"PW5-5a:NRM_demag(T,Hac)0"	0	Rasemong North Intrusion	7	6.00E-02	LP-DIR-AF:DE-BFL:DA-DIR-GEO
T	This study	4.6	1.40E-01	pmagpy-3.2.1	PW5-5	Botswana	l	-17.5	PW5-5a	0.6	3.30		u	Botswana 2012	"PW5-5a:NRM_demag(T,Hac)0"	100	Rasemong North Intrusion	7	6.00E-02	LP-DIR-AF:DE-BFL:DA-DIR-TILT
T	This study	6.4	1.70E-01	pmagpy-3.2.1	PW5-6	Botswana	l	-13.2	PW5-6a	1.8	273.90		u	Botswana 2012	"PW5-6a:NRM_demag(T,Hac)0"	-1	Rasemong North Intrusion	8	6.00E-02	LP-DIR-AF:DE-BFL:DA-DIR
T	This study	6.4	1.70E-01	pmagpy-3.2.1	PW5-6	Botswana	l	-13.6	PW5-6a	1.8	8.60		u	Botswana 2012	"PW5-6a:NRM_demag(T,Hac)0"	0	Rasemong North Intrusion	8	6.00E-02	LP-DIR-AF:DE-BFL:DA-DIR-GEO
T	This study	6.4	1.70E-01	pmagpy-3.2.1	PW5-6	Botswana	l	-13.6	PW5-6a	1.8	8.60		u	Botswana 2012	"PW5-6a:NRM_demag(T,Hac)0"	100	Rasemong North Intrusion	8	6.00E-02	LP-DIR-AF:DE-BFL:DA-DIR-TILT
T	This study	6.1	1.40E-01	pmagpy-3.2.1	PW5-7	Botswana	l	-44.3	PW5-7a	1.3	117.10		u	Botswana 2012	"PW5-7a:NRM_demag(T,Hac)0"	-1	Rasemong North Intrusion	9	4.00E-02	LP-DIR-AF:DE-BFL:DA-DIR
T	This study	6.1	1.40E-01	pmagpy-3.2.1	PW5-7	Botswana	l	-34.9	PW5-7a	1.3	17.10		u	Botswana 2012	"PW5-7a:NRM_demag(T,Hac)0"	0	Rasemong North Intrusion	9	4.00E-02	LP-DIR-AF:DE-BFL:DA-DIR-GEO
T	This study	6.1	1.40E-01	pmagpy-3.2.1	PW5-7	Botswana	l	-34.9	PW5-7a	1.3	17.10		u	Botswana 2012	"PW5-7a:NRM_demag(T,Hac)0"	100	Rasemong North Intrusion	9	4.00E-02	LP-DIR-AF:DE-BFL:DA-DIR-TILT
T	This study	6.9	1.40E-01	pmagpy-3.2.1	PW5-8	Botswana	l	-47.2	PW5-8a	1.5	125.90		u	Botswana 2012	"PW5-8a:NRM_demag(T,Hac)0"	-1	Rasemong North Intrusion	8	5.00E-02	LP-DIR-AF:DE-BFL:DA-DIR
T	This study	6.9	1.40E-01	pmagpy-3.2.1	PW5-8	Botswana	l	-34.3	PW5-8a	1.5	14.50		u	Botswana 2012	"PW5-8a:NRM_demag(T,Hac)0"	0	Rasemong North Intrusion	8	5.00E-02	LP-DIR-AF:DE-BFL:DA-DIR-GEO
T	This study	6.9	1.40E-01	pmagpy-3.2.1	PW5-8	Botswana	l	-34.3	PW5-8a	1.5	14.50		u	Botswana 2012	"PW5-8a:NRM_demag(T,Hac)0"	100	Rasemong North Intrusion	8	5.00E-02	LP-DIR-AF:DE-BFL:DA-DIR-TILT
T	This study	9.7	1.70E-01	pmagpy-3.2.1	PW5-9	Botswana	l	4.6	PW5-9a	0.9	47.00		u	Botswana 2012	"PW5-9a:NRM_demag(T,Hac)0"	-1	Rasemong North Intrusion	9	5.00E-02	LP-DIR-AF:DE-BFL:DA-DIR
T	This study	9.7	1.70E-01	pmagpy-3.2.1	PW5-9	Botswana	l	-24.4	PW5-9a	0.9	4.90		u	Botswana 2012	"PW5-9a:NRM_demag(T,Hac)0"	0	Rasemong North Intrusion	9	5.00E-02	LP-DIR-AF:DE-BFL:DA-DIR-GEO
T	This study	9.7	1.70E-01	pmagpy-3.2.1	PW5-9	Botswana	l	-24.4	PW5-9a	0.9	4.90		u	Botswana 2012	"PW5-9a:NRM_demag(T,Hac)0"	100	Rasemong North Intrusion	9	5.00E-02	LP-DIR-AF:DE-BFL:DA-DIR-TILT
T	This study	25.1	1.00E-01	pmagpy-3.2.1	PW6-11	Botswana	l	-15	PW6-11a	4.4	113.70		u	Botswana 2012	"PW6-11a:NRM_demag(T,Hac)0"	-1	Metsemotlhaba River Sill	8	3.00E-02	LP-DIR-AF:DE-BFL:DA-DIR
T	This study	25.1	1.00E-01	pmagpy-3.2.1	PW6-11	Botswana	l	-4.5	PW6-11a	4.4	188.60		u	Botswana 2012	"PW6-11a:NRM_demag(T,Hac)0"	0	Metsemotlhaba River Sill	8	3.00E-02	LP-DIR-AF:DE-BFL:DA-DIR-GEO
T	This study	25.1	1.00E-01	pmagpy-3.2.1	PW6-11	Botswana	l	-4.5	PW6-11a	4.4	188.60		u	Botswana 2012	"PW6-11a:NRM_demag(T,Hac)0"	100	Metsemotlhaba River Sill	8	3.00E-02	LP-DIR-AF:DE-BFL:DA-DIR-TILT
T	This study	97.4	8.00E-02	pmagpy-3.2.1	PW6-12	Botswana	l	-4.2	PW6-12a	3.4	97.60		u	Botswana 2012	"PW6-12a:NRM_demag(T,Hac)0"	-1	Metsemotlhaba River Sill	5	4.00E-02	LP-DIR-AF:DE-BFL:DA-DIR
T	This study	97.4	8.00E-02	pmagpy-3.2.1	PW6-12	Botswana	l	-1.3	PW6-12a	3.4	201.30		u	Botswana 2012	"PW6-12a:NRM_demag(T,Hac)0"	0	Metsemotlhaba River Sill	5	4.00E-02	LP-DIR-AF:DE-BFL:DA-DIR-GEO
T	This study	97.4	8.00E-02	pmagpy-3.2.1	PW6-12	Botswana	l	-1.3	PW6-12a	3.4	201.30		u	Botswana 2012	"PW6-12a:NRM_demag(T,Hac)0"	100	Metsemotlhaba River Sill	5	4.00E-02	LP-DIR-AF:DE-BFL:DA-DIR-TILT
T	This study	48.4	9.00E-02	pmagpy-3.2.1	PW6-1	Botswana	l	-18.8	PW6-1a	6.2	179.80		u	Botswana 2012	"PW6-1a:NRM_demag(T,Hac)0"	-1	Metsemotlhaba River Sill	6	4.00E-02	LP-DIR-AF:DE-BFL:DA-DIR
T	This study	48.4	9.00E-02	pmagpy-3.2.1	PW6-1	Botswana	l	2.2	PW6-1a	6.2	161.50		u	Botswana 2012	"PW6-1a:NRM_demag(T,Hac)0"	0	Metsemotlhaba River Sill	6	4.00E-02	LP-DIR-AF:DE-BFL:DA-DIR-GEO
T	This study	48.4	9.00E-02	pmagpy-3.2.1	PW6-1	Botswana	l	2.2	PW6-1a	6.2	161.50		u	Botswana 2012	"PW6-1a:NRM_demag(T,Hac)0"	100	Metsemotlhaba River Sill	6	4.00E-02	LP-DIR-AF:DE-BFL:DA-DIR-TILT
T	This study	72.3	9.00E-02	pmagpy-3.2.1	PW6-4	Botswana	l	-30.2	PW6-4a	13.6	141.70		u	Botswana 2012	"PW6-4a:NRM_demag(T,Hac)0"	-1	Metsemotlhaba River Sill	7	3.00E-02	LP-DIR-AF:DE-BFL:DA-DIR
T	This study	72.3	9.00E-02	pmagpy-3.2.1	PW6-4	Botswana	l	-3	PW6-4a	13.6	151.90		u	Botswana 2012	"PW6-4a:NRM_demag(T,Hac)0"	0	Metsemotlhaba River Sill	7	3.00E-02	LP-DIR-AF:DE-BFL:DA-DIR-GEO
T	This study	72.3	9.00E-02	pmagpy-3.2.1	PW6-4	Botswana	l	-3	PW6-4a	13.6	151.90		u	Botswana 2012	"PW6-4a:NRM_demag(T,Hac)0"	100	Metsemotlhaba River Sill	7	3.00E-02	LP-DIR-AF:DE-BFL:DA-DIR-TILT
T	This study	19.2	6.00E-02	pmagpy-3.2.1	PW6-5	Botswana	l	-35	PW6-5a	4.8	154.50		u	Botswana 2012	"PW6-5a:NRM_demag(T,Hac)0"	-1	Metsemotlhaba River Sill	5	2.50E-02	LP-DIR-AF:DE-BFL:DA-DIR
T	This study	26.6	6.00E-02	pmagpy-3.2.1	PW6-5	Botswana	l	-6.7	PW6-5a	7.7	165.10		u	Botswana 2012	"PW6-5a:NRM_demag(T,Hac)0"	100	Metsemotlhaba River Sill	5	2.50E-02	LP-DIR-AF:DE-BFL:DA-DIR-TILT
T	This study	40.5	1.70E-01	pmagpy-3.2.1	PW6-7	Botswana	l	-3.6	PW6-7a	8.1	130.40		u	Botswana 2012	"PW6-7a:NRM_demag(T,Hac)0"	-1	Metsemotlhaba River Sill	7	5.00E-02	LP-DIR-AF:DE-BFL:DA-DIR
T	This study	40.5	1.70E-01	pmagpy-3.2.1	PW6-7	Botswana	l	3.5	PW6-7a	8.1	193.90		u	Botswana 2012	"PW6-7a:NRM_demag(T,Hac)0"	0	Metsemotlhaba River Sill	7	5.00E-02	LP-DIR-AF:DE-BFL:DA-DIR-GEO
T	This study	40.5	1.70E-01	pmagpy-3.2.1	PW6-7	Botswana	l	3.5	PW6-7a	8.1	193.90		u	Botswana 2012	"PW6-7a:NRM_demag(T,Hac)0"	100	Metsemotlhaba River Sill	7	5.00E-02	LP-DIR-AF:DE-BFL:DA-DIR-TILT
T	This study	19.4	9.00E-02	pmagpy-3.2.1	PW6-8	Botswana	l	-13.6	PW6-8a	5.1	104.30		u	Botswana 2012	"PW6-8a:NRM_demag(T,Hac)0"	-1	Metsemotlhaba River Sill	8	2.50E-02	LP-DIR-AF:DE-BFL:DA-DIR
T	This study	19.4	9.00E-02	pmagpy-3.2.1	PW6-8	Botswana	l	-9.8	PW6-8a	5.1	172.20		u	Botswana 2012	"PW6-8a:NRM_demag(T,Hac)0"	0	Metsemotlhaba River Sill	8	2.50E-02	LP-DIR-AF:DE-BFL:DA-DIR-GEO
T	This study	19.4	9.00E-02	pmagpy-3.2.1	PW6-8	Botswana	l	-9.8	PW6-8a	5.1	172.20		u	Botswana 2012	"PW6-8a:NRM_demag(T,Hac)0"	100	Metsemotlhaba River Sill	8	2.50E-02	LP-DIR-AF:DE-BFL:DA-DIR-TILT
T	This study	91.7	1.70E-01	pmagpy-3.2.1	PW7-10	Botswana	l	-0.3	PW7-10a	11.5	73.80		u	Botswana 2012	"PW7-10a:NRM_demag(T,Hac)0"	-1	Mabogoapitse Hill Sill	9	5.00E-02	LP-DIR-AF:DE-BFL:DA-DIR
T	This study	91.7	1.70E-01	pmagpy-3.2.1	PW7-10	Botswana	l	-10.6	PW7-10a	11.5	180.50		u	Botswana 2012	"PW7-10a:NRM_demag(T,Hac)0"	0	Mabogoapitse Hill Sill	9	5.00E-02	LP-DIR-AF:DE-BFL:DA-DIR-GEO
T	This study	91.7	1.70E-01	pmagpy-3.2.1	PW7-10	Botswana	l	-10.6	PW7-10a	11.5	180.50		u	Botswana 2012	"PW7-10a:NRM_demag(T,Hac)0"	100	Mabogoapitse Hill Sill	9	5.00E-02	LP-DIR-AF:DE-BFL:DA-DIR-TILT
T	This study	30.2	1.70E-01	pmagpy-3.2.1	PW7-11	Botswana	l	-11	PW7-11a	4.6	143.90		u	Botswana 2012	"PW7-11a:NRM_demag(T,Hac)0"	-1	Mabogoapitse Hill Sill	8	5.00E-02	LP-DIR-AF:DE-BFL:DA-DIR
T	This study	30.2	1.70E-01	pmagpy-3.2.1	PW7-11	Botswana	l	18.9	PW7-11a	4.6	186.90		u	Botswana 2012	"PW7-11a:NRM_demag(T,Hac)0"	0	Mabogoapitse Hill Sill	8	5.00E-02	LP-DIR-AF:DE-BFL:DA-DIR-GEO
T	This study	30.2	1.70E-01	pmagpy-3.2.1	PW7-11	Botswana	l	18.9	PW7-11a	4.6	186.90		u	Botswana 2012	"PW7-11a:NRM_demag(T,Hac)0"	100	Mabogoapitse Hill Sill	8	5.00E-02	LP-DIR-AF:DE-BFL:DA-DIR-TILT
T	This study	20.1	8.00E-02	pmagpy-3.2.1	PW7-12	Botswana	l	-21	PW7-12a	3.2	138.60		u	Botswana 2012	"PW7-12a:NRM_demag(T,Hac)0"	-1	Mabogoapitse Hill Sill	9	1.50E-02	LP-DIR-AF:DE-BFL:DA-DIR
T	This study	20.1	8.00E-02	pmagpy-3.2.1	PW7-12	Botswana	l	3.9	PW7-12a	3.2	183.70		u	Botswana 2012	"PW7-12a:NRM_demag(T,Hac)0"	0	Mabogoapitse Hill Sill	9	1.50E-02	LP-DIR-AF:DE-BFL:DA-DIR-GEO
T	This study	20.1	8.00E-02	pmagpy-3.2.1	PW7-12	Botswana	l	3.9	PW7-12a	3.2	183.70		u	Botswana 2012	"PW7-12a:NRM_demag(T,Hac)0"	100	Mabogoapitse Hill Sill	9	1.50E-02	LP-DIR-AF:DE-BFL:DA-DIR-TILT
T	This study	3	7.00E-02	pmagpy-3.2.1	PW7-1	Botswana	l	-27.8	PW7-1a	6.9	117.70		u	Botswana 2012	"PW7-1a:NRM_demag(T,Hac)0"	-1	Mabogoapitse Hill Sill	6	2.50E-02	LP-DIR-AF:DE-BFL:DA-DIR
T	This study	3	7.00E-02	pmagpy-3.2.1	PW7-1	Botswana	l	2.1	PW7-1a	6.9	180.70		u	Botswana 2012	"PW7-1a:NRM_demag(T,Hac)0"	0	Mabogoapitse Hill Sill	6	2.50E-02	LP-DIR-AF:DE-BFL:DA-DIR-GEO
T	This study	3	7.00E-02	pmagpy-3.2.1	PW7-1	Botswana	l	2.1	PW7-1a	6.9	180.70		u	Botswana 2012	"PW7-1a:NRM_demag(T,Hac)0"	100	Mabogoapitse Hill Sill	6	2.50E-02	LP-DIR-AF:DE-BFL:DA-DIR-TILT
T	This study	17.4	1.70E-01	pmagpy-3.2.1	PW7-2	Botswana	l	-34.5	PW7-2a	9.1	100.70		u	Botswana 2012	"PW7-2a:NRM_demag(T,Hac)0"	-1	Mabogoapitse Hill Sill	8	6.00E-02	LP-DIR-AF:DE-BFL:DA-DIR
T	This study	17.4	1.70E-01	pmagpy-3.2.1	PW7-2	Botswana	l	-11.5	PW7-2a	9.1	178.30		u	Botswana 2012	"PW7-2a:NRM_demag(T,Hac)0"	0	Mabogoapitse Hill Sill	8	6.00E-02	LP-DIR-AF:DE-BFL:DA-DIR-GEO
T	This study	17.4	1.70E-01	pmagpy-3.2.1	PW7-2	Botswana	l	-11.5	PW7-2a	9.1	178.30		u	Botswana 2012	"PW7-2a:NRM_demag(T,Hac)0"	100	Mabogoapitse Hill Sill	8	6.00E-02	LP-DIR-AF:DE-BFL:DA-DIR-TILT
T	This study	8.1	1.40E-01	pmagpy-3.2.1	PW7-3	Botswana	l	-27.9	PW7-3a	5	124.60		u	Botswana 2012	"PW7-3a:NRM_demag(T,Hac)0"	-1	Mabogoapitse Hill Sill	8	5.00E-02	LP-DIR-AF:DE-BFL:DA-DIR
T	This study	8.1	1.40E-01	pmagpy-3.2.1	PW7-3	Botswana	l	6.2	PW7-3a	5	189.70		u	Botswana 2012	"PW7-3a:NRM_demag(T,Hac)0"	0	Mabogoapitse Hill Sill	8	5.00E-02	LP-DIR-AF:DE-BFL:DA-DIR-GEO
T	This study	8.1	1.40E-01	pmagpy-3.2.1	PW7-3	Botswana	l	6.2	PW7-3a	5	189.70		u	Botswana 2012	"PW7-3a:NRM_demag(T,Hac)0"	100	Mabogoapitse Hill Sill	8	5.00E-02	LP-DIR-AF:DE-BFL:DA-DIR-TILT
T	This study	13.7	1.70E-01	pmagpy-3.2.1	PW7-5	Botswana	l	-33.9	PW7-5a	4.6	150.50		u	Botswana 2012	"PW7-5a:NRM_demag(T,Hac)0"	-1	Mabogoapitse Hill Sill	14	1.50E-02	LP-DIR-AF:DE-BFL:DA-DIR
T	This study	13.7	1.70E-01	pmagpy-3.2.1	PW7-5	Botswana	l	16.7	PW7-5a	4.6	165.60		u	Botswana 2012	"PW7-5a:NRM_demag(T,Hac)0"	0	Mabogoapitse Hill Sill	14	1.50E-02	LP-DIR-AF:DE-BFL:DA-DIR-GEO
T	This study	13.7	1.70E-01	pmagpy-3.2.1	PW7-5	Botswana	l	16.7	PW7-5a	4.6	165.60		u	Botswana 2012	"PW7-5a:NRM_demag(T,Hac)0"	100	Mabogoapitse Hill Sill	14	1.50E-02	LP-DIR-AF:DE-BFL:DA-DIR-TILT
T	This study	1.8	1.20E-01	pmagpy-3.2.1	PW8-10	Botswana	l	76.1	PW8-10a	3	347.80		u	Botswana 2012	"PW8-10a:NRM_demag(T,Hac)0"	-1	Mabogoapitse Hill Sill	8	4.00E-02	LP-DIR-AF:DE-BFL:DA-DIR
T	This study	1.8	1.20E-01	pmagpy-3.2.1	PW8-10	Botswana	l	-4.6	PW8-10a	3	14.20		u	Botswana 2012	"PW8-10a:NRM_demag(T,Hac)0"	0	Mabogoapitse Hill Sill	8	4.00E-02	LP-DIR-AF:DE-BFL:DA-DIR-GEO
T	This study	1.8	1.20E-01	pmagpy-3.2.1	PW8-10	Botswana	l	-4.6	PW8-10a	3	14.20		u	Botswana 2012	"PW8-10a:NRM_demag(T,Hac)0"	100	Mabogoapitse Hill Sill	8	4.00E-02	LP-DIR-AF:DE-BFL:DA-DIR-TILT
T	This study	2.7	1.70E-01	pmagpy-3.2.1	PW8-11	Botswana	l	77.9	PW8-11a	1.6	113.10		u	Botswana 2012	"PW8-11a:NRM_demag(T,Hac)0"	-1	Mabogoapitse Hill Sill	8	6.00E-02	LP-DIR-AF:DE-BFL:DA-DIR
T	This study	2.7	1.70E-01	pmagpy-3.2.1	PW8-11	Botswana	l	17.5	PW8-11a	1.6	26.90		u	Botswana 2012	"PW8-11a:NRM_demag(T,Hac)0"	0	Mabogoapitse Hill Sill	8	6.00E-02	LP-DIR-AF:DE-BFL:DA-DIR-GEO
T	This study	2.7	1.70E-01	pmagpy-3.2.1	PW8-11	Botswana	l	17.5	PW8-11a	1.6	26.90		u	Botswana 2012	"PW8-11a:NRM_demag(T,Hac)0"	100	Mabogoapitse Hill Sill	8	6.00E-02	LP-DIR-AF:DE-BFL:DA-DIR-TILT
T	This study	4.7	1.70E-01	pmagpy-3.2.1	PW8-12	Botswana	l	30	PW8-12a	3.6	30.40		u	Botswana 2012	"PW8-12a:NRM_demag(T,Hac)0"	-1	Mabogoapitse Hill Sill	4	1.00E-01	LP-DIR-AF:DE-BFL:DA-DIR
T	This study	4.7	1.70E-01	pmagpy-3.2.1	PW8-12	Botswana	l	-38	PW8-12a	3.6	51.80		u	Botswana 2012	"PW8-12a:NRM_demag(T,Hac)0"	0	Mabogoapitse Hill Sill	4	1.00E-01	LP-DIR-AF:DE-BFL:DA-DIR-GEO
T	This study	4.7	1.70E-01	pmagpy-3.2.1	PW8-12	Botswana	l	-38	PW8-12a	3.6	51.80		u	Botswana 2012	"PW8-12a:NRM_demag(T,Hac)0"	100	Mabogoapitse Hill Sill	4	1.00E-01	LP-DIR-AF:DE-BFL:DA-DIR-TILT
T	This study	13.5	1.70E-01	pmagpy-3.2.1	PW8-13	Botswana	l	-65.6	PW8-13a	15.2	190.60		u	Botswana 2012	"PW8-13a:NRM_demag(T,Hac)0"	-1	Mabogoapitse Hill Sill	4	1.00E-01	LP-DIR-AF:DE-BFL:DA-DIR
T	This study	13.5	1.70E-01	pmagpy-3.2.1	PW8-13	Botswana	l	-6	PW8-13a	15.2	226.70		u	Botswana 2012	"PW8-13a:NRM_demag(T,Hac)0"	0	Mabogoapitse Hill Sill	4	1.00E-01	LP-DIR-AF:DE-BFL:DA-DIR-GEO
T	This study	13.5	1.70E-01	pmagpy-3.2.1	PW8-13	Botswana	l	-6	PW8-13a	15.2	226.70		u	Botswana 2012	"PW8-13a:NRM_demag(T,Hac)0"	100	Mabogoapitse Hill Sill	4	1.00E-01	LP-DIR-AF:DE-BFL:DA-DIR-TILT
T	This study	52.3	1.70E-01	pmagpy-3.2.1	PW8-1	Botswana	l	-26.2	PW8-1a	12.3	119.70		u	Botswana 2012	"PW8-1a:NRM_demag(T,Hac)0"	-1	Mabogoapitse Hill Sill	3	1.20E-01	LP-DIR-AF:DE-BFL:DA-DIR
T	This study	52.3	1.70E-01	pmagpy-3.2.1	PW8-1	Botswana	l	13.7	PW8-1a	12.3	235.50		u	Botswana 2012	"PW8-1a:NRM_demag(T,Hac)0"	0	Mabogoapitse Hill Sill	3	1.20E-01	LP-DIR-AF:DE-BFL:DA-DIR-GEO
T	This study	52.3	1.70E-01	pmagpy-3.2.1	PW8-1	Botswana	l	13.7	PW8-1a	12.3	235.50		u	Botswana 2012	"PW8-1a:NRM_demag(T,Hac)0"	100	Mabogoapitse Hill Sill	3	1.20E-01	LP-DIR-AF:DE-BFL:DA-DIR-TILT
T	This study	1	1.70E-01	pmagpy-3.2.1	PW8-2	Botswana	l	-52.2	PW8-2a	2	244.60		u	Botswana 2012	"PW8-2a:NRM_demag(T,Hac)0"	-1	Mabogoapitse Hill Sill	13	2.00E-02	LP-DIR-AF:DE-BFL:DA-DIR
T	This study	1	1.70E-01	pmagpy-3.2.1	PW8-2	Botswana	l	-37.9	PW8-2a	2	300.20		u	Botswana 2012	"PW8-2a:NRM_demag(T,Hac)0"	0	Mabogoapitse Hill Sill	13	2.00E-02	LP-DIR-AF:DE-BFL:DA-DIR-GEO
T	This study	1	1.70E-01	pmagpy-3.2.1	PW8-2	Botswana	l	-37.9	PW8-2a	2	300.20		u	Botswana 2012	"PW8-2a:NRM_demag(T,Hac)0"	100	Mabogoapitse Hill Sill	13	2.00E-02	LP-DIR-AF:DE-BFL:DA-DIR-TILT
T	This study	19.7	1.70E-01	pmagpy-3.2.1	PW8-4	Botswana	l	17	PW8-4a	6.8	58.00		u	Botswana 2012	"PW8-4a:NRM_demag(T,Hac)0"	-1	Mabogoapitse Hill Sill	3	1.20E-01	LP-DIR-AF:DE-BFL:DA-DIR
T	This study	19.7	1.70E-01	pmagpy-3.2.1	PW8-4	Botswana	l	-6.4	PW8-4a	6.8	177.60		u	Botswana 2012	"PW8-4a:NRM_demag(T,Hac)0"	0	Mabogoapitse Hill Sill	3	1.20E-01	LP-DIR-AF:DE-BFL:DA-DIR-GEO
T	This study	19.7	1.70E-01	pmagpy-3.2.1	PW8-4	Botswana	l	-6.4	PW8-4a	6.8	177.60		u	Botswana 2012	"PW8-4a:NRM_demag(T,Hac)0"	100	Mabogoapitse Hill Sill	3	1.20E-01	LP-DIR-AF:DE-BFL:DA-DIR-TILT
T	This study	6.1	1.70E-01	pmagpy-3.2.1	PW8-5	Botswana	l	-1	PW8-5a	16.8	79.70		u	Botswana 2012	"PW8-5a:NRM_demag(T,Hac)0"	-1	Mabogoapitse Hill Sill	4	1.00E-01	LP-DIR-AF:DE-BFL:DA-DIR
T	This study	6.1	1.70E-01	pmagpy-3.2.1	PW8-5	Botswana	l	-7.3	PW8-5a	16.8	199.30		u	Botswana 2012	"PW8-5a:NRM_demag(T,Hac)0"	0	Mabogoapitse Hill Sill	4	1.00E-01	LP-DIR-AF:DE-BFL:DA-DIR-GEO
T	This study	6.1	1.70E-01	pmagpy-3.2.1	PW8-5	Botswana	l	-7.3	PW8-5a	16.8	199.30		u	Botswana 2012	"PW8-5a:NRM_demag(T,Hac)0"	100	Mabogoapitse Hill Sill	4	1.00E-01	LP-DIR-AF:DE-BFL:DA-DIR-TILT
T	This study	25.5	1.70E-01	pmagpy-3.2.1	PW9-10	Botswana	l	11.3	PW9-10a	8.5	343.80		u	Botswana 2012	"PW9-10a:NRM_demag(T,Hac)0"	-1	Semarule Hill Sill	9	5.00E-02	LP-DIR-AF:DE-BFL:DA-DIR
